,user,date,text,location,coordinates
0,USATODAY,Wed Jul 21 15:57:22 +0000 2021,"On her flight back home, a disability rights activist said United Airlines damaged her wheelchair. Now she's asking… https://t.co/n5XsXPW7Fb","USA TODAY HQ, McLean, Va.",
1,Investingcom,Sun Jul 18 13:45:00 +0000 2021,"🇺🇸EARNINGS THIS WEEK:

-NETFLIX
-TWITTER
-SNAP
-INTEL
-IBM
-TEXAS INSTRUMENTS
-COCA COLA
-CHIPOTLE
-DOMINO’S PIZZA… https://t.co/gUiObbVPJp",Global,
2,iflymia,Mon Jul 19 17:00:24 +0000 2021,".@united Airlines is getting us in the mood to hit the beach this summer! 🏖️  
#MIABestPic https://t.co/VjBqxhmnUB","Miami, Florida",
3,laxradar,Fri Jul 23 06:57:01 +0000 2021,"United Airlines flight #UAL388 spotted at 38,050 feet! https://t.co/kd1XLLr0tC","Los Angeles, CA",
4,sangela125,Fri Jul 23 06:53:10 +0000 2021,United Airlines Ditches Cargo-Only Flights As Passengers Return https://t.co/OWHHS7PFs0 @Yahoo,,
5,landonjumpoff,Fri Jul 23 06:49:18 +0000 2021,"Thinking you told us this was gonna be fine cos United airlines told you so, Dr Capitalism https://t.co/1630NGjRLO","Honolulu, HI",
6,ChristRescues,Fri Jul 23 06:47:34 +0000 2021,RT @danhanley4: I was illegally terminated from United Airlines as a B-777 captain in a manner identical to Delta Airlines First Officer Ka…,"Lund, Sverige",
7,tonylyle,Fri Jul 23 06:44:06 +0000 2021,Why American Airlines Lags Delta and United on a Key Recovery Metric https://t.co/MXliT7qVD6 https://t.co/GqmJMFRWPO,"South Lake Tahoe, CA",
8,laxradar,Fri Jul 23 06:40:02 +0000 2021,United Airlines flight #UAL839 spotted at 975 feet! https://t.co/RJ8GwcNM7E,"Los Angeles, CA",
9,sobtafo,Fri Jul 23 06:35:21 +0000 2021,RT @lilchurropdx: Goddamn United Airlines ruining all the fun https://t.co/qqjlTLGULG,,
10,laxradar,Fri Jul 23 06:33:10 +0000 2021,"United Airlines flight #UAL2642 spotted at 2,775 feet! https://t.co/bf8EzI0G3p","Los Angeles, CA",
11,RenBackpacker,Fri Jul 23 06:30:19 +0000 2021,"Another flight with @united after ten years of abstinence 😁. So, here's the deal: The Thai Chicken Curry was good a… https://t.co/lBqNkJt2Wy",Southeast Asia | Europe,
12,AboveBracknell,Fri Jul 23 06:29:05 +0000 2021,"🇺🇸 N45956 #UNITED #UAL931 ORD-LHR: 2.3mi away heading W, travelling 297mph @ 6075ft #Heathrow #Arrival [United Airl… https://t.co/O5tdQKwztA",Bracknell,
13,laxradar,Fri Jul 23 06:27:08 +0000 2021,United Airlines flight #UAL1266 spotted at 125 feet! https://t.co/zVlYlOUlMl,"Los Angeles, CA",
14,arifnajmi6,Fri Jul 23 06:27:01 +0000 2021,RT @danhanley4: I was illegally terminated from United Airlines as a B-777 captain in a manner identical to Delta Airlines First Officer Ka…,karachi,
15,laxradar,Fri Jul 23 06:26:33 +0000 2021,United Airlines flight #UAL1786 spotted at 900 feet! https://t.co/8gAABOln5D,"Los Angeles, CA",
16,laxradar,Fri Jul 23 06:25:52 +0000 2021,"United Airlines flight #UAL1701 spotted at 1,900 feet! https://t.co/l2hfgFTHoQ","Los Angeles, CA",
17,laxradar,Fri Jul 23 06:25:36 +0000 2021,"United Airlines flight #UAL1450 spotted at 20,950 feet! https://t.co/Gy7YCVoxP1","Los Angeles, CA",
18,notcumanymore,Fri Jul 23 06:23:23 +0000 2021,RT @lilchurropdx: Goddamn United Airlines ruining all the fun https://t.co/qqjlTLGULG,ass,
19,tweet_patrice,Fri Jul 23 06:22:28 +0000 2021,RT @BoardingArea: United Airlines Abandons Lucrative Cargo-Only Flights Because it Needs Planes for Passenger Services https://t.co/SeUuSqs…,"Paris, France",
20,hharteveldt,Fri Jul 23 06:06:18 +0000 2021,@ramvaidyanathan @pareekhjain Try telling that to United Airlines. IFE appears to be very much alive.,San Francisco,
21,AboveBracknell,Fri Jul 23 06:02:49 +0000 2021,"🇺🇸 N26960 #UNITED #UAL907 ORD-FRA: 1.9mi away heading E, travelling 565mph @ 36975ft [United Airlines - #BOEING 787… https://t.co/IYB22L5aQf",Bracknell,
22,IOLTravel,Fri Jul 23 06:02:31 +0000 2021,United Airlines CEO sees travel 'ups and downs' until more people are vaccinated  https://t.co/OxnZiHHDIp,,
23,SuhnyllaKler,Fri Jul 23 05:54:06 +0000 2021,"RT @mvollmer1: These are the top 20 #airlines for 2021  acc https://t.co/00JeAlwy2q 
Qatar Airways
Air New Zealand
Singapore Airlines
Qanta…",,
24,ImJayAllen,Fri Jul 23 05:52:59 +0000 2021,"@RyanBohac Yeah, I’ve wanted get a United card because they partner with Singapore Airlines that would get me from… https://t.co/i7rDt2Cnp5","Denver, Colorado (he/him)",
25,HoracioEfren,Fri Jul 23 05:35:02 +0000 2021,"RT @mvollmer1: These are the top 20 #airlines for 2021  acc https://t.co/00JeAlwy2q 
Qatar Airways
Air New Zealand
Singapore Airlines
Qanta…",Estados Unidos,
26,squilax_mcg,Fri Jul 23 05:32:49 +0000 2021,RT @punishedpants: @paddingtonrocks wow united airlines kink shaming,"fuzzybutt palace, Coast Salish",
27,yabbietol,Fri Jul 23 05:32:02 +0000 2021,RT @TheDriven_io: United Airlines makes order for 100 electric planes for short haul routes that it expects to operate from 2026 https://t.…,Southern Regional NSW 🌏,
28,laxradar,Fri Jul 23 05:31:33 +0000 2021,"United Airlines flight #UAL1482 spotted at 27,875 feet! https://t.co/YbnswCpnLB","Los Angeles, CA",
29,laxradar,Fri Jul 23 05:30:15 +0000 2021,United Airlines flight #UAL673 spotted at 500 feet! https://t.co/rQXGd6FXKd,"Los Angeles, CA",
30,laxradar,Fri Jul 23 05:26:15 +0000 2021,"United Airlines flight #UAL2119 spotted at 20,575 feet! https://t.co/qfvAHwch0n","Los Angeles, CA",
31,James44380302,Fri Jul 23 05:20:59 +0000 2021,RT @lilchurropdx: Goddamn United Airlines ruining all the fun https://t.co/qqjlTLGULG,Nutbush City Limits,
32,Vonnielein,Fri Jul 23 05:20:47 +0000 2021,RT @danhanley4: I was illegally terminated from United Airlines as a B-777 captain in a manner identical to Delta Airlines First Officer Ka…,"Hessen, Deutschland",
33,likeandretweet6,Fri Jul 23 05:20:11 +0000 2021,"RT @mvollmer1: These are the top 20 #airlines for 2021  acc https://t.co/00JeAlwy2q 
Qatar Airways
Air New Zealand
Singapore Airlines
Qanta…",,
34,portillhoes,Fri Jul 23 05:18:00 +0000 2021,🎵🎶 United airlines 🎵🎶 where life is a fucking nightmare🎶🎵,She/Her/Hers,
35,northwoods_memo,Fri Jul 23 05:12:23 +0000 2021,https://t.co/FmwjNqvhho (ACARS messages for United 93 between 9:40 - 10:10 roughly agree with NEADS Col. Commander… https://t.co/fAo9sKTfoo,,
36,northwoods_memo,Fri Jul 23 05:12:18 +0000 2021,https://t.co/BA0hyDiEMS (Very interesting analysis of the situational awareness of United Airlines dispatch and oth… https://t.co/LJK5PHIzee,,
37,northwoods_memo,Fri Jul 23 05:12:11 +0000 2021,"It can be hard to read and digest these pieces (which are very technical), but the key insight they offer is this:… https://t.co/PPmRFBnHMC",,
38,beauttahbrandon,Fri Jul 23 05:10:28 +0000 2021,RT @skygoflycom: United Airlines Signs Order for 100 Electric Aircraft to Decarbonize Air Travel https://t.co/Sh2SQFut9x #unitedairlines ht…,"Nairobi, Kenya",
39,jetcitystar,Fri Jul 23 05:09:24 +0000 2021,RT @chaviation: DOT set to okay ExpressJet Airlines restart: The United States Department of Transportation (DOT) has issued a show-cause o…,Greater Seattle Washington USA,
