,user,date,text,location,coordinates
0,OmnaTigray,Sun Aug 01 21:55:29 +0000 2021,#BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transpor… https://t.co/Mu7kCrMAkT,,
1,kimmasters,Sun Aug 01 21:31:32 +0000 2021,Airlines! Get on it @Delta @United @SouthwestAir @AmericanAir https://t.co/eZRILIsxWo,los angeles,
2,Reuters,Wed Jul 28 21:10:00 +0000 2021,England will allow fully vaccinated visitors from the European Union and the United States to arrive without needin… https://t.co/ZBqxtqahjm,Around the world,
3,Tigray24Hours,Mon Aug 02 09:03:30 +0000 2021,#BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transpor… https://t.co/hfNesLNeNM,Mekelle ,
4,Tigray24Hours,Mon Aug 02 09:02:47 +0000 2021,RT @OmnaTigray: #BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transport weapon…,Mekelle ,
5,A_Air_0,Mon Aug 02 09:00:01 +0000 2021,"UNITED AIRLINES

BOEING 787-10 https://t.co/QOZGxRuOmL",,
6,Mbabulefm101,Mon Aug 02 08:59:58 +0000 2021,"Uganda Airlines To Commence Dubai Flights In September-Acting CEO.

She noted that the national carrier had initial… https://t.co/OHOkcqKR04",Sembabule,
7,EKvinnor,Mon Aug 02 08:56:27 +0000 2021,RT @yonas_selam: #BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transport weapo…,"Stockholm, Sverige",
8,Tigraweyti23,Mon Aug 02 08:54:22 +0000 2021,RT @gawllo1: #BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transport weapons &amp;…,Tigray,
9,above_monroe,Mon Aug 02 08:53:53 +0000 2021,"🇺🇸 UNITED #UAL187: 2.0mi away [20° elevation] @ 3775ft, heading NNE @ 274mph [United Airlines - #BOEING 787-9]… https://t.co/plIMFaKNP4","New Jersey, USA",
10,gawllo1,Mon Aug 02 08:53:49 +0000 2021,#BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transpor… https://t.co/SpvpeeCaLh,,
11,yonas_selam,Mon Aug 02 08:53:25 +0000 2021,#BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transpor… https://t.co/Q4LIYLLfYY,,
12,AndreasG2021,Mon Aug 02 08:51:45 +0000 2021,RT @Gerjon_: Photos showing soldiers waiting to board an Ethiopian Airlines Dash 8 turboprop seem to have been taken at 🇪🇹#AddisAbaba Bole…,,
13,PlanesOfLegend,Mon Aug 02 08:50:34 +0000 2021,"RT @JacdecNew: United Express / GoJet Airlines Canadair CRJ-700 (N514MJ, built 2003) on flit #UA4583 from Newark to Buffalo, safely diverte…",France,
14,GratMereba,Mon Aug 02 08:50:17 +0000 2021,RT @Gerjon_: Photos showing soldiers waiting to board an Ethiopian Airlines Dash 8 turboprop seem to have been taken at 🇪🇹#AddisAbaba Bole…,,
15,nubianwings,Mon Aug 02 08:49:12 +0000 2021,"RT @JacdecNew: United Express / GoJet Airlines Canadair CRJ-700 (N514MJ, built 2003) on flit #UA4583 from Newark to Buffalo, safely diverte…",Hanworth Park & Cologne,
16,AwotNihafash,Mon Aug 02 08:49:02 +0000 2021,RT @OmnaTigray: #BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transport weapon…,Planet Earth,
17,lalucalina,Mon Aug 02 08:48:41 +0000 2021,RT @Gerjon_: Photos showing soldiers waiting to board an Ethiopian Airlines Dash 8 turboprop seem to have been taken at 🇪🇹#AddisAbaba Bole…,Netherlands,
18,henokmuluget,Mon Aug 02 08:47:12 +0000 2021,#BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transpor… https://t.co/mCxEKNyTQG,,
19,laxradar,Mon Aug 02 08:45:56 +0000 2021,"United Airlines flight #UAL344 spotted at 35,000 feet! https://t.co/8qUePM6VmT","Los Angeles, CA",
20,ab_tene_,Mon Aug 02 08:45:07 +0000 2021,RT @OmnaTigray: #BoycottEthiopianAirlines for their role in the #TigrayGenocide. @flyethiopian aircrafts are being used to transport weapon…,,
