,user,date,text,location,coordinates
0,CNN,Sat Aug 14 18:01:13 +0000 2021,"In just the past few weeks, United Airlines, Google, Facebook, Tyson Foods, Equinox, Walmart and Disney announced p… https://t.co/7GTXCwp5g1",,
1,hugomartin,Fri Aug 13 13:28:24 +0000 2021,"United, Frontier, Hawaiian require employees to get vaccinated. Will passengers care? https://t.co/1RzHvH3PdB","Los Angeles, CA",
2,newsmax,Fri Aug 13 11:40:13 +0000 2021,"ICYMI: Southwest Airlines, American Airlines, and Delta Air Lines aren't going along with rival United Airlines' ma… https://t.co/7N2gxDuW8N",United States,
3,VippusaO,Sun Aug 15 07:03:17 +0000 2021,"United Airlines has a vaccine mandate for all employees. Delta, Southwest, &amp; American refuses to do so. 
Food for thought 01",USA,
4,EsoOrc,Sun Aug 15 07:01:57 +0000 2021,"RT @HeartcoreLegend: Yes. United Airlines is getting praise now for making their employees gets vaxxed, but it's not their employees I'll b…",,
5,onarson,Sun Aug 15 06:52:11 +0000 2021,"@theflowernurse @Forbes Facebook, Google, Twitter, Morgan Stanley, CNN, the Washington Post, United Airlines, Micro… https://t.co/dzGZ9QRU4d",presente,
6,MantrippRuth,Sun Aug 15 06:47:53 +0000 2021,RT @MoeSargi: Currently At this Beautiful Restaurant in Ogdensburg Ny  called the Gran View. The vibes are great with @ShadiaSargi 😊 also U…,Norwich Norfolk uk,
7,laxradar,Sun Aug 15 06:32:20 +0000 2021,United Airlines flight #UAL1266 spotted at 675 feet! https://t.co/zVlYlOUlMl,"Los Angeles, CA",
8,laxradar,Sun Aug 15 06:27:25 +0000 2021,"United Airlines flight #UAL839 spotted at 1,725 feet! https://t.co/RJ8GwcNM7E","Los Angeles, CA",
9,lrb2024,Sun Aug 15 06:23:45 +0000 2021,RT @historicalleaks: Led Zeppelin's private jet ‘The Starship’ (a former United Airlines Boeing 720) had a functional fireplace built in (i…,Padova/Veneto/IT/EU/🌍/SS/MW,
10,GirlieCortes,Sun Aug 15 06:09:10 +0000 2021,RT @MoeSargi: Currently At this Beautiful Restaurant in Ogdensburg Ny  called the Gran View. The vibes are great with @ShadiaSargi 😊 also U…,,
11,DVXz0jpdIDNIzEW,Sun Aug 15 06:07:27 +0000 2021,"RT @CNN: In just the past few weeks, United Airlines, Google, Facebook, Tyson Foods, Equinox, Walmart and Disney announced plans to require…",,
12,mke_arrivals,Sun Aug 15 05:44:27 +0000 2021,United Airlines 2536 from GRB for IAH passing by at FL330 https://t.co/7gcjmyiWe7,"Whitefish Bay, WI",
13,ETEJRadar,Sun Aug 15 05:40:24 +0000 2021,"United Airlines Boeing 777 300ER (N2331U, #A21633) as U.S. Transportation Command flight #CMB585 at 34000 ft headin… https://t.co/cNbxs0EXzB","ETEJ, Germany",
14,laxradar,Sun Aug 15 05:34:52 +0000 2021,"United Airlines flight #UAL2119 spotted at 15,400 feet! https://t.co/qfvAHwch0n","Los Angeles, CA",
15,EDDC_Radar,Sun Aug 15 05:31:56 +0000 2021,"United Airlines Boeing 777 300ER (N2331U, #A21633) as U.S. Transportation Command flight #CMB585 at 34075 ft headin… https://t.co/9tHWafJ77q",EDDC,
16,Beef_Hammer,Sun Aug 15 05:29:24 +0000 2021,United airlines can suck my butthole,"Washington, DC",
17,Ellajks1,Sun Aug 15 05:26:11 +0000 2021,RT @MoeSargi: Currently At this Beautiful Restaurant in Ogdensburg Ny  called the Gran View. The vibes are great with @ShadiaSargi 😊 also U…,,
18,mcspared,Sun Aug 15 05:22:38 +0000 2021,"RT @aravosis: Just a reminder, if you’re planning to fly in the next few months. Only @United and @FlyFrontier require that their employees…",,
19,metalrulse88,Sun Aug 15 05:21:24 +0000 2021,RT @MoeSargi: Currently At this Beautiful Restaurant in Ogdensburg Ny  called the Gran View. The vibes are great with @ShadiaSargi 😊 also U…,"Oshawa, Ontario",
20,weerawatraunph3,Sun Aug 15 05:16:26 +0000 2021,"RT @CNN: In just the past few weeks, United Airlines, Google, Facebook, Tyson Foods, Equinox, Walmart and Disney announced plans to require…",ประเทศไทย,
21,VlkzOstravy,Sun Aug 15 05:13:56 +0000 2021,"RT @CNN: In just the past few weeks, United Airlines, Google, Facebook, Tyson Foods, Equinox, Walmart and Disney announced plans to require…",,
