,user,date,text,location,coordinates
0,iflymia,Mon Jul 19 17:00:24 +0000 2021,".@united Airlines is getting us in the mood to hit the beach this summer! 🏖️  
#MIABestPic https://t.co/VjBqxhmnUB","Miami, Florida",
1,MailOnline,Tue Jul 20 11:00:13 +0000 2021,United Airlines jet was seconds from head-on collision with easyJet plane at Charles de Gaulle airport https://t.co/EsoZEe5Hiq,,
2,AnaCabrera,Tue Jul 13 15:52:37 +0000 2021,NEW: American Airlines and United Way are working together to fly families of the victims in the condo collapse to… https://t.co/EB0IajsTa1,"New York, NY",
3,ThemePark_Nerdo,Tue Jul 20 22:04:25 +0000 2021,RT @HistoryAtDisney: Entrance to Adventureland at Disneyland and Walt Disney’s Enchanted Tiki Room presented by United Airlines from 1963-1…,,
4,FFBonuses,Tue Jul 20 22:00:17 +0000 2021,"July 20 updates see 6 new bonuses from Alaska Airlines, Accor Hotels, Marriott, Shangri-La Hotels, United &amp; Virgin… https://t.co/JTd1mI8FA8",Worldwide (YYC),
5,IEEETEC,Tue Jul 20 22:00:15 +0000 2021,#Heart's ES-19 #electric #plane is built for clean inter-city travel https://t.co/RprjYoIUgG https://t.co/xmnveJRWAP,,
6,EINAirlineNews,Tue Jul 20 22:00:14 +0000 2021,United Airlines posts $434 million 2Q loss but revenue up https://t.co/m6Y6OGdTJA,"Washington, D.C.",
7,EINAirbusNews,Tue Jul 20 22:00:13 +0000 2021,United Airlines posts $434 million 2Q loss but revenue up https://t.co/BNKQuruK2a,"Washington, D.C.",
8,MightyTravels,Tue Jul 20 22:00:06 +0000 2021,US$216 - Cheap flights to Kahului from Sacramento (United Airlines) https://t.co/tVlmzZiary,,
9,laxradar,Tue Jul 20 21:59:39 +0000 2021,"United Airlines flight #UAL404 spotted at 6,050 feet! https://t.co/P4FEWYZqk0","Los Angeles, CA",
10,_I_AM_WH0_I_AM_,Tue Jul 20 21:58:09 +0000 2021,"United Airlines received $1.1 billion in Federal aid…Yet, we saw $1200.00. Seems FAIR!!!  Yeah right …… https://t.co/FqwPnwe2TP","Winchestertonfieldville, Iowa",
11,feed_stocks,Tue Jul 20 21:55:05 +0000 2021,"Stocks making the biggest moves after hours: Netflix, Chipotle, United Airlines and more https://t.co/lbRNtZkqXs… https://t.co/2yeMpfj3LF","Florida, USA",
12,readnewsdesk,Tue Jul 20 21:51:39 +0000 2021,"United Airlines to Wall Street: Profit should return next quarter - https://t.co/EMeXi08FNd
#breakingnews #news #newsdesk #newsline",Everywhere ,
13,clickondetroit,Tue Jul 20 21:51:13 +0000 2021,United Airlines posts $434 million 2Q loss but revenue up https://t.co/2RB9902Ho3,"Detroit, MI",
