,user,date,text,location,coordinates
0,CNN,Sat Aug 14 18:01:13 +0000 2021,"In just the past few weeks, United Airlines, Google, Facebook, Tyson Foods, Equinox, Walmart and Disney announced p… https://t.co/7GTXCwp5g1",,
1,petemuntean,Tue Aug 10 21:30:02 +0000 2021,"JUST IN: Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to get vaccinated, b… https://t.co/V11p8w1mLJ","Washington, DC",
2,CNBC,Sun Aug 15 14:59:00 +0000 2021,"More than a dozen large U.S. corporations, including Walmart, Google, Tyson Foods and United Airlines, have recentl… https://t.co/IR3TmQVdse","Englewood Cliffs, NJ",
3,amarr32,Sun Aug 15 23:04:05 +0000 2021,RT @AlAstro773: Me after getting hired to by United airlines to fly a plane for 250$ a hour https://t.co/BlCg8JBTst,CA ,
4,Crash528,Sun Aug 15 23:00:11 +0000 2021,@garbage My mistake. It was United Airlines,"Bedford, Nova Scotia, Canada",
5,WayneShields20,Sun Aug 15 22:59:12 +0000 2021,RT @SteveSchmidtSES: Here is one way to increase vaccine rates. There is no right to fly in the United States. Walking and driving will get…,,
6,theanimebarber,Sun Aug 15 22:58:58 +0000 2021,"Can confirm, the D in United Airlines stands for delays",Valhalla,
7,laxradar,Sun Aug 15 22:57:34 +0000 2021,"United Airlines flight #UAL2569 spotted at 1,750 feet! https://t.co/f415JEwhog","Los Angeles, CA",
8,NewCCMSFalcon,Sun Aug 15 22:54:38 +0000 2021,RT @PrincipalKafele: WOW...the captain came to my seat and celebrated me for my ONE MILLION MILES with United Airlines over the past 10 yea…,"Sanford, NC",
9,pichukid694,Sun Aug 15 22:53:18 +0000 2021,So @united airlines sucks for not accommodating anxiety and panic attacks as disabilities,In the middle of the pacific~,
10,DianaPOMoon,Sun Aug 15 22:51:10 +0000 2021,RT @RoArquette: Is United airlines the only airline that is making sure passengers are flying safely during the pandemic ? Cause I’m only i…,The beautiful PNW,
