,user,date,text,location,coordinates
0,Reuters,Wed Jul 28 21:10:00 +0000 2021,England will allow fully vaccinated visitors from the European Union and the United States to arrive without needin… https://t.co/ZBqxtqahjm,Around the world,
1,SteveSchmidtSES,Sat Jul 24 13:49:56 +0000 2021,Here is one way to increase vaccine rates. There is no right to fly in the United States. Walking and driving will… https://t.co/cIeYwjHTJ7,,
2,verge,Thu Jul 29 06:15:08 +0000 2021,United Airlines will let passengers preorder food and snacks online before flights https://t.co/tqkXcog3rv https://t.co/LCRpyPwl3P,New York,
3,Rocky59096971,Thu Jul 29 17:13:40 +0000 2021,RT @Popsunderhouse1: Had enough yet folks? https://t.co/vBU30lzgE5,,
4,txchriseldab,Thu Jul 29 17:13:16 +0000 2021,"Another first within US based carriers!
#BeingUnited ✈️🌎💙 https://t.co/TBt4cUQWzF","San Antonio, TX",
5,socratesrocks,Thu Jul 29 17:13:11 +0000 2021,"RT @Cleansniper23: @Delta.@airwaves 
#Patriots #BoycottDelta &amp; #BoycottAmerican 
If this don’t INFURIATE you nothing will. Not only are the…",Saint Augustine Florida,
6,HoustonChron,Thu Jul 29 17:12:21 +0000 2021,United Airlines outsources catering to outside contractors https://t.co/vT3Ulu3ni7,"Houston, TX",
7,Johnston_Farm,Thu Jul 29 17:12:19 +0000 2021,"RT @NobodymrRobert: Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/4PYVTYwCPl via @g…","Family, friends, farm, fun. ",
8,Carolyn6800,Thu Jul 29 17:12:09 +0000 2021,United Airlines to outsource catering operations from October https://t.co/INIK0op04T https://t.co/wgdHWp8ZDB,"San Marcos, CA",
9,barbierilucia20,Thu Jul 29 17:11:45 +0000 2021,RT @Popsunderhouse1: Had enough yet folks? https://t.co/vBU30lzgE5,Planet Earth,
10,LioudmilaScarp2,Thu Jul 29 17:11:22 +0000 2021,"Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/QTN62LA4nz via @gatewaypundit",,
11,SevenOh9,Thu Jul 29 17:11:11 +0000 2021,@morggmariee @goodbadugly_ap @united @Simone_Biles Wellllll......technically that's not true. United 175 (N612UA) a… https://t.co/KAlQty086p,Fuck you.,
12,routesonline,Thu Jul 29 17:11:03 +0000 2021,United Airlines is increasing flight frequencies on transatlantic routes to London after travel restrictions were e… https://t.co/aEVKRz8xJ7,United Kingdom,
13,thescheier,Thu Jul 29 17:10:51 +0000 2021,"RT @NobodymrRobert: Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/4PYVTYwCPl via @g…","Montpelier, Ohio, USA",
14,whackd17,Thu Jul 29 17:10:27 +0000 2021,RT @Popsunderhouse1: Had enough yet folks? https://t.co/vBU30lzgE5,"Nebraska, USA",
15,laxradar,Thu Jul 29 17:09:33 +0000 2021,"United Airlines flight #UAL593 spotted at 10,800 feet! https://t.co/oDYCpLjoeT","Los Angeles, CA",
16,burningplat,Thu Jul 29 17:09:12 +0000 2021,"RT @NobodymrRobert: Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/4PYVTYwCPl via @g…",,
17,EarlRockwood,Thu Jul 29 17:09:09 +0000 2021,"RT @RickyLe80284150: Just when you thought it couldn't get any worse

Delta, American, United Airlines Are Providing African Migrants Free…",Tennessee,
18,laxradar,Thu Jul 29 17:09:02 +0000 2021,"United Airlines flight #UAL2235 spotted at 36,975 feet! https://t.co/Galklm9PK2","Los Angeles, CA",
19,hgokani1,Thu Jul 29 17:08:54 +0000 2021,"RT @lsferguson: Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/q7RcWcAUdr via @gatew…",,
20,McgoughWinky,Thu Jul 29 17:08:52 +0000 2021,RT @_RadicalReality: This is stupid! https://t.co/bspdSPZZjH,,
21,Johnn244,Thu Jul 29 17:08:49 +0000 2021,"RT @NobodymrRobert: Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/4PYVTYwCPl via @g…", U.S.A,
22,The__Traveler,Thu Jul 29 17:08:35 +0000 2021,'That's incredible!': 5 people win United flights for a year for getting COVID vaccine https://t.co/SQw6qoQYm4… https://t.co/cTk8sGWJBJ,,
23,Shakesth3clown3,Thu Jul 29 17:08:33 +0000 2021,"RT @RickyLe80284150: Just when you thought it couldn't get any worse

Delta, American, United Airlines Are Providing African Migrants Free…","Texas, USA",
