user,date,text,location,coordinates,filename
magdalenakala,Thu Jul 22 23:09:49 +0000 2021,3/ Brands love co-branded credit cards because they are an extra revenue stream &amp; an efficient customer loyalty lev… https://t.co/2UroevpRRW,Somewhere sunny,,2021-08-19 23:36:16.313209_combined.csv
above_monroe,Thu Jul 22 23:08:46 +0000 2021,"🇺🇸 UNITED #UAL950: 4.0mi away [60° elevation] @ 37000ft, heading NE @ 605mph [United Airlines - #BOEING 787-10]… https://t.co/4hpDRi4xOg","New Jersey, USA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Thu Jul 22 23:07:21 +0000 2021,United Airlines flight #UAL479 spotted at 425 feet! https://t.co/e6pY0Ac8TX,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Thu Jul 22 23:03:58 +0000 2021,"United Airlines flight #UAL1777 spotted at 22,650 feet! https://t.co/IS0fgUmuO0","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
opinionated75,Fri Jul 23 01:44:47 +0000 2021,RT @realfustercluck: For an additional $150 @united airlines will let me upgrade one row up to an unsold aisle seat right before we board.…,,,2021-08-19 23:36:16.313209_combined.csv
travelrentals1,Fri Jul 23 01:40:33 +0000 2021,Why American Airlines Lags Delta and United on a Key Recovery Metric https://t.co/BIwWGVV4ox,,,2021-08-19 23:36:16.313209_combined.csv
realfustercluck,Fri Jul 23 01:38:50 +0000 2021,For an additional $150 @united airlines will let me upgrade one row up to an unsold aisle seat right before we boar… https://t.co/lNF3ALKFdG,,,2021-08-19 23:36:16.313209_combined.csv
farjadk,Fri Jul 23 01:33:13 +0000 2021,I have exclusively flown @AmericanAir for the last 3 years so that I can earn priority except one solitary United f… https://t.co/YV1QiLHlED,"Salt Lake City, UT",,2021-08-19 23:36:16.313209_combined.csv
IMSuzyQuzy,Fri Jul 23 01:32:06 +0000 2021,"BREAKING! United States: Several communication, financial, and transportation software outages reported through Ame… https://t.co/gxxUjFIaEz",PA,,2021-08-19 23:36:16.313209_combined.csv
COVID_Scale,Fri Jul 23 01:31:19 +0000 2021,"Since the start of the pandemic, 626,166 Americans have died from #COVID19 (15.1% of all deaths worldwide). That is… https://t.co/01RsWUOUtN",Earth,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 01:30:58 +0000 2021,"United Airlines flight #UAL481 spotted at 7,250 feet! https://t.co/Gv4AaeIJ94","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 01:18:51 +0000 2021,"United Airlines flight #UAL1754 spotted at 18,750 feet! https://t.co/AduQsRKyxt","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
AdaNeptune,Fri Jul 23 01:12:46 +0000 2021,"I was listening to the classical music station one day, heard something familiar, then realized: ""It's the music fr… https://t.co/GOIM1lOvBh","Bay Area, California",,2021-08-19 23:36:16.313209_combined.csv
joshuaicore,Fri Jul 23 01:11:28 +0000 2021,@kderosa @LJAkaar67 @JulieMFaenza @KathrynTewson @EricJRyanLaw @kurenaixiii @troycoverdale @BettikTheThird… https://t.co/TQV7f0psIl,"Here, not there",,2021-08-19 23:36:16.313209_combined.csv
nytimesbusiness,Fri Jul 23 01:11:04 +0000 2021,"Building on a spring rebound, more people are flying this summer, increasing profits and hiring at the airlines. https://t.co/ncJT0fievC","New York, NY",,2021-08-19 23:36:16.313209_combined.csv
_MAKA3LA_,Fri Jul 23 00:50:18 +0000 2021,Only book @united Airlines if you want to arrive at your final destination 3 hours late twice in one week 🤪😭,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 00:48:40 +0000 2021,"United Airlines flight #UAL1534 spotted at 15,375 feet! https://t.co/z99EMEARo6","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
E_TiMo,Fri Jul 23 00:46:43 +0000 2021,@ScottSeattleWx Lemme guess...United Airlines? Happened to me a week ago and the song's still stuck in my head 🤷‍♂️,Seattle,,2021-08-19 23:36:16.313209_combined.csv
TVTHEditor,Fri Jul 23 00:46:12 +0000 2021,"@lu_nyc Oh yes. Most definitely.

It was such a thrill. She was so kind but all I wanted to do was fall out and lay… https://t.co/gbczkuthzS","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
AfAExecDirector,Fri Jul 23 00:34:59 +0000 2021,United Airlines ditches cargo-only flights as passengers return https://t.co/SxGov7rIFt via @freightwaves,"Washington, DC",,2021-08-19 23:36:16.313209_combined.csv
indigopet,Fri Jul 23 00:34:01 +0000 2021,@NMishanec Maybe he's with Jake Cefolia? https://t.co/DacbYkgAwj,Chicago,,2021-08-19 23:36:16.313209_combined.csv
gbalenberg,Fri Jul 23 00:31:32 +0000 2021,"@aleeinthedmv united airlines  lost 1,3 billion in market value https://t.co/6wB8RQaxU4  and had to settle for 140… https://t.co/vfgLVTRzZF",Belgie,,2021-08-19 23:36:16.313209_combined.csv
MightyTravels,Fri Jul 23 00:23:46 +0000 2021,US$217 - Cheap flights to Boston from Los Angeles (United Airlines) https://t.co/2n2861c0Xe,,,2021-08-19 23:36:16.313209_combined.csv
Trunembrak,Fri Jul 23 00:23:39 +0000 2021,@TheHanShotFirst @conservmillen it's just telling you guys are obsessing over this but other travelers can just com… https://t.co/rt81BSsXoI,,,2021-08-19 23:36:16.313209_combined.csv
BamaStriker9,Fri Jul 23 00:21:58 +0000 2021,"Rating airlines post/during pandemic:#

Delta - A
Southwest - B+
United - C

All ratings are my opinions and based on my experiences.",,,2021-08-19 23:36:16.313209_combined.csv
DisabilityAuLtd,Fri Jul 23 00:20:37 +0000 2021,A disability rights activist is asking United Airlines to cover the cost of replacing her power wheelchair after di… https://t.co/Mc0xKffwh5,"Sydney, Australia",,2021-08-19 23:36:16.313209_combined.csv
aliriovich,Fri Jul 23 00:18:21 +0000 2021,@united Cancún International Airport... Cause is a paradise for both me and my wife... By the way thx to United Airlines for all!!,Colombia,,2021-08-19 23:36:16.313209_combined.csv
revertBURandVNY,Thu Jul 22 21:48:45 +0000 2021,"RT @faa_relief: A reminder that the average person either doesn't care about climate change, or has zero interest in changing their behavio…",,,2021-08-19 23:36:16.313209_combined.csv
brownsfan204,Fri Jul 23 02:18:02 +0000 2021,@MommaHacker_ I retired from United Airlines. Reservations is hiring It's a work from home job Pay is ok till you g… https://t.co/f7Pxmsx0f3,Chicago,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 02:16:42 +0000 2021,"United Airlines flight #UAL2276 spotted at 22,050 feet! https://t.co/JkCgwW1CbT","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
Fernand79971688,Fri Jul 23 02:15:03 +0000 2021,"RT @IMSuzyQuzy: BREAKING! United States: Several communication, financial, and transportation software outages reported through America

Ou…",,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 02:13:45 +0000 2021,"United Airlines flight #UAL695 spotted at 38,000 feet! https://t.co/wVmuIoUqGs","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 02:12:41 +0000 2021,United Airlines flight #UAL1004 spotted at 650 feet! https://t.co/nM6lF5WJ1G,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 02:08:02 +0000 2021,United Airlines flight #UAL1137 spotted at 900 feet! https://t.co/w37iv6BlUw,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
IntelliTraveler,Fri Jul 23 02:05:09 +0000 2021,RT @Visit__World: Reminder On How To Use United Airlines Travel Bank Cash After Website Update https://t.co/xAEA10oqTM #Globetrotter #Trave…,,,2021-08-19 23:36:16.313209_combined.csv
COVID_Scale,Fri Jul 23 02:01:54 +0000 2021,"Since the start of the pandemic, 626,172 Americans have died from #COVID19 (15.1% of all deaths worldwide). That is… https://t.co/r2gFKFoLJq",Earth,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 01:57:29 +0000 2021,"United Airlines flight #UAL1831 spotted at 37,950 feet! https://t.co/CwGAfCGjML","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 01:55:03 +0000 2021,"United Airlines flight #UAL1680 spotted at 1,875 feet! https://t.co/lJm4aPgxXu","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
railpage,Fri Jul 23 02:47:34 +0000 2021,"As Europe Reopens, United Airlines Expects A Record 2022 https://t.co/8gtdYwGR7o #news #rail #trains https://t.co/FKyG3P94oz",Australia,,2021-08-19 23:36:16.313209_combined.csv
philipilevy,Fri Jul 23 02:46:35 +0000 2021,RT @AfAExecDirector: United Airlines ditches cargo-only flights as passengers return https://t.co/SxGov7rIFt via @freightwaves,"San Francisco, CA",,2021-08-19 23:36:16.313209_combined.csv
talialovelywt,Fri Jul 23 02:45:35 +0000 2021,@gnfdreamy Do u think he went United or British Airways/American Airlines AHJDJKFKG,they/she (21 y/o),,2021-08-19 23:36:16.313209_combined.csv
giabella_ciao,Fri Jul 23 02:38:55 +0000 2021,RT @downdetector: User reports indicate United Airlines is having problems since 10:37 PM EDT. https://t.co/8kPlNv342o RT if you're also ha…,Aruba,,2021-08-19 23:36:16.313209_combined.csv
_NicoleNonya,Fri Jul 23 02:38:50 +0000 2021,@SweetBlueDenis1 @koslen_bambi @PrezLives2022 @inetsoho @Smith83K @EileenMarieSar1 @SlythSeeker @JoeBarri @missLtoe… https://t.co/fI1dHGUFlH,Netherlands ,,2021-08-19 23:36:16.313209_combined.csv
downdetector,Fri Jul 23 02:37:32 +0000 2021,User reports indicate United Airlines is having problems since 10:37 PM EDT. https://t.co/8kPlNv342o RT if you're a… https://t.co/CvUsqWRilS,USA,,2021-08-19 23:36:16.313209_combined.csv
OverPutney,Fri Jul 23 02:37:04 +0000 2021,"#UAL84 N13013 Boeing 787 10 United Airlines: 0.6 mi away @ 36975 ft and 84.8° frm hrzn, heading SE @ 653.7mi/h 03:3… https://t.co/QrKbymnVmM","Putney, London",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 02:30:11 +0000 2021,"United Airlines flight #UAL2159 spotted at 12,225 feet! https://t.co/eh3GJtsmYP","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
TJ97710266,Fri Jul 23 02:29:36 +0000 2021,"@JacksonLeeTX18  think maybe you owe that lady, who’s seat you STOLE on that United airlines flight, a massive apol… https://t.co/8ZHTmQKfyp",,,2021-08-19 23:36:16.313209_combined.csv
BamaStriker9,Fri Jul 23 02:29:16 +0000 2021,Never flying United Airlines again.,,,2021-08-19 23:36:16.313209_combined.csv
CleeveRadar,Fri Jul 23 02:28:13 +0000 2021,"#UAL84 N13013 Boeing 787 10 United Airlines:1.0 km away @ 36975 ft and 84.7° from horizon, heading SE @ 1052.0kmh 0… https://t.co/f360nkrn5o",Bishops Cleeve,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 02:27:50 +0000 2021,"United Airlines flight #UAL500 spotted at 27,900 feet! https://t.co/EFwtCPjUzu","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
DavidSalgado87,Fri Jul 23 02:23:00 +0000 2021,@viajaVolaris @flyvolaris Can the U.S stop this airlines from doing business here in the United States.… https://t.co/GCDniy5eZH,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 02:20:13 +0000 2021,"United Airlines flight #UAL1453 spotted at 35,025 feet! https://t.co/dYq8SRVyTH","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
QadirSaheed,Fri Jul 23 04:03:23 +0000 2021,"DOT set to okay ExpressJet Airlines restart

The United States Department of Transportation (DOT) has issued a show… https://t.co/tT8nRKMkUD",Worldwide,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 03:53:36 +0000 2021,"United Airlines flight #UAL410 spotted at 22,175 feet! https://t.co/e6ixTEyDCg","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
skygoflycom,Fri Jul 23 03:50:39 +0000 2021,United Airlines Signs Order for 100 Electric Aircraft to Decarbonize Air Travel https://t.co/Sh2SQFut9x… https://t.co/cQU7ph8Hsi,"Scottsdale, AZ",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 03:44:27 +0000 2021,"United Airlines flight #UAL706 spotted at 16,750 feet! https://t.co/TzTGxKbF7Y","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 03:42:18 +0000 2021,"United Airlines flight #UAL1205 spotted at 14,800 feet! https://t.co/fxJnT9hdJs","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
Raw_News1st,Fri Jul 23 03:41:04 +0000 2021,#BREAKING United Airlines outages report. https://t.co/ERXZ5hpf05,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 03:38:12 +0000 2021,"United Airlines flight #UAL466 spotted at 11,300 feet! https://t.co/zDi5UdQwOk","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 03:35:44 +0000 2021,"United Airlines flight #UAL2146 spotted at 3,825 feet! https://t.co/bHN5GyP4hq","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 03:29:10 +0000 2021,"United Airlines flight #UAL2111 spotted at 22,100 feet! https://t.co/cQfpWN4hrK","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 03:26:12 +0000 2021,"United Airlines flight #UAL1231 spotted at 14,775 feet! https://t.co/kMGEtDGnOM","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
PikettanPik,Fri Jul 23 03:25:26 +0000 2021,"February 9, 1937
A DC-3A-197 (registration NC16073) operating as United Airlines Flight 23 crashed into San Francis… https://t.co/lHD8jlyomI",,,2021-08-19 23:36:16.313209_combined.csv
KnellMatt,Fri Jul 23 03:24:29 +0000 2021,@BlackBoxDownPod have you done United airlines 232 from 1989 yet?,bismarck ND,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 03:24:28 +0000 2021,"United Airlines flight #UAL2652 spotted at 25,625 feet! https://t.co/ggTwQPGbZd","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
chaviation,Fri Jul 23 03:22:02 +0000 2021,DOT set to okay ExpressJet Airlines restart: The United States Department of Transportation (DOT) has issued a show… https://t.co/8iXXvlomEV,,,2021-08-19 23:36:16.313209_combined.csv
rapplerdotcom,Fri Jul 23 03:21:48 +0000 2021,"Though United Airlines posts another quarterly loss, its adjusted operating revenue rises to $5.47 billion in April… https://t.co/7uB9vHAmki",Philippines,,2021-08-19 23:36:16.313209_combined.csv
aksnoball,Fri Jul 23 03:19:58 +0000 2021,@jacque1449 We moved to Alaska in '85. United Airlines has ash trays in the arm rests and people smoked on the plan… https://t.co/shg1kuVXlo,"Omaha, NE",,2021-08-19 23:36:16.313209_combined.csv
danhanley4,Fri Jul 23 03:15:47 +0000 2021,I was illegally terminated from United Airlines as a B-777 captain in a manner identical to Delta Airlines First Of… https://t.co/BD7oX0taYT," Islamabad, Pakistan ",,2021-08-19 23:36:16.313209_combined.csv
MrsMorr46414270,Fri Jul 23 03:09:48 +0000 2021,"@MillicentCunn11 @Twitter I love united airlines they not that much money., They can be just have to catch the sales.",Chi Town,,2021-08-19 23:36:16.313209_combined.csv
BoondockFaint,Fri Jul 23 03:07:29 +0000 2021,"RT @duluthnews: Duluth International Airport is currently served by United Airlines, which offers one daily direct flight to Chicago, and b…","Minneapolis, MN",,2021-08-19 23:36:16.313209_combined.csv
duluthnews,Fri Jul 23 03:06:57 +0000 2021,"Duluth International Airport is currently served by United Airlines, which offers one daily direct flight to Chicag… https://t.co/3OwvIcQ0dh","Duluth, MN, US, 55802",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 05:03:33 +0000 2021,"United Airlines flight #UAL1277 spotted at 31,275 feet! https://t.co/qR2cYjCyVi","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
OverPutney,Fri Jul 23 05:02:27 +0000 2021,"#UAL950 N14001 Boeing 787 10 United Airlines: 0.7 mi away @ 39000 ft and 84.4° frm hrzn, heading SE @ 656.8mi/h 06:… https://t.co/ghNfqbjCAp","Putney, London",,2021-08-19 23:36:16.313209_combined.csv
mvollmer1,Fri Jul 23 05:02:25 +0000 2021,"These are the top 20 #airlines for 2021  acc https://t.co/00JeAlwy2q 
Qatar Airways
Air New Zealand
Singapore Airli… https://t.co/cUCPiS9BZ9","Frankfurt, Germany",,2021-08-19 23:36:16.313209_combined.csv
OverPutney,Fri Jul 23 04:55:18 +0000 2021,"#UAL999 N12010 Boeing 787 10 United Airlines: 2.7 mi away @ 37000 ft and 69.1° frm hrzn, heading E @ 650.6mi/h 05:5… https://t.co/nV6sKCL2Dn","Putney, London",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 04:51:37 +0000 2021,"United Airlines flight #UAL2641 spotted at 31,025 feet! https://t.co/5lyNKJ8kBe","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 04:44:58 +0000 2021,"United Airlines flight #UAL2649 spotted at 19,425 feet! https://t.co/6IqE0boXUa","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
hopey_32,Fri Jul 23 04:43:34 +0000 2021,@united Proud United airlines customer service rep here❤,"Bacolod City, Western Visayas",,2021-08-19 23:36:16.313209_combined.csv
OverPutney,Fri Jul 23 04:32:15 +0000 2021,"#UAL124 N77022 Boeing 777 224ER United Airlines: 1.3 mi away @ 37000 ft and 79.7° frm hrzn, heading SE @ 641.4mi/h… https://t.co/VlGK90Z64R","Putney, London",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 04:31:26 +0000 2021,"United Airlines flight #UAL1238 spotted at 23,800 feet! https://t.co/bqPHwEZjbK","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 04:28:20 +0000 2021,"United Airlines flight #UAL1894 spotted at 24,250 feet! https://t.co/U0pJbdM72A","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
MightyTravels,Fri Jul 23 04:26:33 +0000 2021,US$275 - Cheap flights to Providence from Portland (United Airlines) https://t.co/eL8Qe1cD0O,,,2021-08-19 23:36:16.313209_combined.csv
CleeveRadar,Fri Jul 23 04:23:13 +0000 2021,"#UAL124 N77022 Boeing 777 224ER United Airlines:1.1 km away @ 37000 ft and 84.7° from horizon, heading SE @ 1032.3k… https://t.co/nLECFmweni",Bishops Cleeve,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 04:22:07 +0000 2021,"United Airlines flight #UAL1178 spotted at 10,300 feet! https://t.co/tSwRvH0UTd","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
aztcljune,Fri Jul 23 04:21:21 +0000 2021,RT @Raw_News1st: #BREAKING United Airlines outages report. https://t.co/ERXZ5hpf05, 🇺🇸 ,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 04:19:27 +0000 2021,"United Airlines flight #UAL517 spotted at 29,025 feet! https://t.co/kTNZbZBosy","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
butimocha777,Fri Jul 23 04:19:10 +0000 2021,@paddingtonrocks united airlines said “NO VIRGINS ALLOWED”,sg yes dg yes,,2021-08-19 23:36:16.313209_combined.csv
EGYDinfo,Fri Jul 23 04:17:30 +0000 2021,"New Aircraft working RAF Cranwell ATC is ""UAL70"" N12004 [Boeing 787 10] of United Airlines of United States at 3920… https://t.co/7bdQJBPWid","RAF Cranwell, UK",,2021-08-19 23:36:16.313209_combined.csv
MightyTravels,Fri Jul 23 04:14:38 +0000 2021,US$177 - Cheap flights to San Jose from Chicago (United Airlines) https://t.co/YKlZlsL6gf,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 04:12:25 +0000 2021,"United Airlines flight #UAL562 spotted at 10,000 feet! https://t.co/zAq3mHHKNl","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 04:06:52 +0000 2021,"United Airlines flight #UAL289 spotted at 16,925 feet! https://t.co/9YSsfB4FTH","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
AboveBracknell,Fri Jul 23 06:02:49 +0000 2021,"🇺🇸 N26960 #UNITED #UAL907 ORD-FRA: 1.9mi away heading E, travelling 565mph @ 36975ft [United Airlines - #BOEING 787… https://t.co/IYB22L5aQf",Bracknell,,2021-08-19 23:36:16.313209_combined.csv
IOLTravel,Fri Jul 23 06:02:31 +0000 2021,United Airlines CEO sees travel 'ups and downs' until more people are vaccinated  https://t.co/OxnZiHHDIp,,,2021-08-19 23:36:16.313209_combined.csv
SuhnyllaKler,Fri Jul 23 05:54:06 +0000 2021,"RT @mvollmer1: These are the top 20 #airlines for 2021  acc https://t.co/00JeAlwy2q 
Qatar Airways
Air New Zealand
Singapore Airlines
Qanta…",,,2021-08-19 23:36:16.313209_combined.csv
ImJayAllen,Fri Jul 23 05:52:59 +0000 2021,"@RyanBohac Yeah, I’ve wanted get a United card because they partner with Singapore Airlines that would get me from… https://t.co/i7rDt2Cnp5","Denver, Colorado (he/him)",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 05:31:33 +0000 2021,"United Airlines flight #UAL1482 spotted at 27,875 feet! https://t.co/YbnswCpnLB","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 05:30:15 +0000 2021,United Airlines flight #UAL673 spotted at 500 feet! https://t.co/rQXGd6FXKd,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 05:26:15 +0000 2021,"United Airlines flight #UAL2119 spotted at 20,575 feet! https://t.co/qfvAHwch0n","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
portillhoes,Fri Jul 23 05:18:00 +0000 2021,🎵🎶 United airlines 🎵🎶 where life is a fucking nightmare🎶🎵,She/Her/Hers,,2021-08-19 23:36:16.313209_combined.csv
northwoods_memo,Fri Jul 23 05:12:23 +0000 2021,https://t.co/FmwjNqvhho (ACARS messages for United 93 between 9:40 - 10:10 roughly agree with NEADS Col. Commander… https://t.co/fAo9sKTfoo,,,2021-08-19 23:36:16.313209_combined.csv
northwoods_memo,Fri Jul 23 05:12:18 +0000 2021,https://t.co/BA0hyDiEMS (Very interesting analysis of the situational awareness of United Airlines dispatch and oth… https://t.co/LJK5PHIzee,,,2021-08-19 23:36:16.313209_combined.csv
northwoods_memo,Fri Jul 23 05:12:11 +0000 2021,"It can be hard to read and digest these pieces (which are very technical), but the key insight they offer is this:… https://t.co/PPmRFBnHMC",,,2021-08-19 23:36:16.313209_combined.csv
jetcitystar,Fri Jul 23 05:09:24 +0000 2021,RT @chaviation: DOT set to okay ExpressJet Airlines restart: The United States Department of Transportation (DOT) has issued a show-cause o…,Greater Seattle Washington USA,,2021-08-19 23:36:16.313209_combined.csv
PasivFinancial,Fri Jul 23 05:06:23 +0000 2021,"United Airlines (UAL) reported its sixth-straight quarterly loss, but shares jumped on an upbeat forecast for air t… https://t.co/h0hBPMHcHJ","Dubai, UAE",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 06:57:01 +0000 2021,"United Airlines flight #UAL388 spotted at 38,050 feet! https://t.co/kd1XLLr0tC","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
sangela125,Fri Jul 23 06:53:10 +0000 2021,United Airlines Ditches Cargo-Only Flights As Passengers Return https://t.co/OWHHS7PFs0 @Yahoo,,,2021-08-19 23:36:16.313209_combined.csv
landonjumpoff,Fri Jul 23 06:49:18 +0000 2021,"Thinking you told us this was gonna be fine cos United airlines told you so, Dr Capitalism https://t.co/1630NGjRLO","Honolulu, HI",,2021-08-19 23:36:16.313209_combined.csv
tonylyle,Fri Jul 23 06:44:06 +0000 2021,Why American Airlines Lags Delta and United on a Key Recovery Metric https://t.co/MXliT7qVD6 https://t.co/GqmJMFRWPO,"South Lake Tahoe, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 06:40:02 +0000 2021,United Airlines flight #UAL839 spotted at 975 feet! https://t.co/RJ8GwcNM7E,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 06:33:10 +0000 2021,"United Airlines flight #UAL2642 spotted at 2,775 feet! https://t.co/bf8EzI0G3p","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
RenBackpacker,Fri Jul 23 06:30:19 +0000 2021,"Another flight with @united after ten years of abstinence 😁. So, here's the deal: The Thai Chicken Curry was good a… https://t.co/lBqNkJt2Wy",Southeast Asia | Europe,,2021-08-19 23:36:16.313209_combined.csv
AboveBracknell,Fri Jul 23 06:29:05 +0000 2021,"🇺🇸 N45956 #UNITED #UAL931 ORD-LHR: 2.3mi away heading W, travelling 297mph @ 6075ft #Heathrow #Arrival [United Airl… https://t.co/O5tdQKwztA",Bracknell,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 06:27:08 +0000 2021,United Airlines flight #UAL1266 spotted at 125 feet! https://t.co/zVlYlOUlMl,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 06:26:33 +0000 2021,United Airlines flight #UAL1786 spotted at 900 feet! https://t.co/8gAABOln5D,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 06:25:52 +0000 2021,"United Airlines flight #UAL1701 spotted at 1,900 feet! https://t.co/l2hfgFTHoQ","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 06:25:36 +0000 2021,"United Airlines flight #UAL1450 spotted at 20,950 feet! https://t.co/Gy7YCVoxP1","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
hharteveldt,Fri Jul 23 06:06:18 +0000 2021,@ramvaidyanathan @pareekhjain Try telling that to United Airlines. IFE appears to be very much alive.,San Francisco,,2021-08-19 23:36:16.313209_combined.csv
MarkusRosenthal,Fri Jul 23 08:05:05 +0000 2021,"RT @AndreasMoerke: #emobility in the air: @UnitedAirlines_  agreed to buy 100 electric planes from @heartaerospace. The ES-19, expected to…",Berlin,,2021-08-19 23:36:16.313209_combined.csv
ev_hud,Fri Jul 23 08:04:58 +0000 2021,RT @northwoods_memo: https://t.co/BA0hyDiEMS (Very interesting analysis of the situational awareness of United Airlines dispatch and other…,the Driftless ,,2021-08-19 23:36:16.313209_combined.csv
AboveBracknell,Fri Jul 23 08:02:44 +0000 2021,"🇺🇸 N30913 #UNITED #UAL952 ORD-MUC: 1.4mi away heading ESE, travelling 577mph @ 39975ft [United Airlines - #BOEING 7… https://t.co/h7JnHc4Jit",Bracknell,,2021-08-19 23:36:16.313209_combined.csv
IzikFamous,Fri Jul 23 07:59:01 +0000 2021,"RT @landonjumpoff: Thinking you told us this was gonna be fine cos United airlines told you so, Dr Capitalism","Kapolei, HI",,2021-08-19 23:36:16.313209_combined.csv
ItzMil0_,Fri Jul 23 07:58:08 +0000 2021,"United Airlines has published its second quarter financial results, along with an upbeat forecast of profitability… https://t.co/kJXqVzKlLg",The Netherlands,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 07:55:43 +0000 2021,United Airlines flight #UAL1497 spotted at 750 feet! https://t.co/v9OSJ9wHkp,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Fri Jul 23 07:49:35 +0000 2021,United Airlines flight #UAL2181 spotted at 450 feet! https://t.co/Ipcr8rUwCR,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
