user,date,text,location,coordinates,filename
Siadasha,Mon Aug 09 20:48:23 +0000 2021,"RT @alaskarebel: Frustrated that American Airlines, Southwest Airlines &amp; Delta do not require vaccinations for their employees.  Fly United.",Deutschland,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 20:45:09 +0000 2021,United Airlines flight #UAL1069 spotted at 600 feet! https://t.co/tzMWUCHyER,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
heidi_veg,Mon Aug 09 20:44:28 +0000 2021,"United will require its U.S. employees to be vaccinated, a first for country's major airlines https://t.co/XxaPLmAujO",Restored Republic,,2021-08-19 23:36:16.313209_combined.csv
alaskarebel,Mon Aug 09 20:43:27 +0000 2021,"Frustrated that American Airlines, Southwest Airlines &amp; Delta do not require vaccinations for their employees.  Fly United.",Bessemer,,2021-08-19 23:36:16.313209_combined.csv
AboveHvilleTN,Mon Aug 09 20:43:13 +0000 2021,"UAL2290 N17730 Boeing 737NG 724/W United Airlines: 2.5 mi away @ 34625 ft and 68.9° frm hrzn, heading SE @ 0.0mi/h… https://t.co/i12tkem23q","Hendersonville, TN",,2021-08-19 23:36:16.313209_combined.csv
mikemccdc,Mon Aug 09 20:39:09 +0000 2021,Great leadership from @united https://t.co/IPIfu46RbB #TravelAgain,"Washington, D.C.",,2021-08-19 23:36:16.313209_combined.csv
ECPickett,Mon Aug 09 20:36:43 +0000 2021,United Airlines is requiring all employees to get the jab.,,,2021-08-19 23:36:16.313209_combined.csv
mikelotus,Mon Aug 09 20:35:30 +0000 2021,"Employees of both United Airlines and Frontier Airlines have to be vaccinated by this October.
https://t.co/2pssobswSr","Burke, VA",,2021-08-19 23:36:16.313209_combined.csv
jesusshuttlez,Mon Aug 09 20:34:49 +0000 2021,@united My Body / My Choice does not apply to personal decisions with respect to vaccination by their employees.… https://t.co/ub7OKo79r5,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 20:27:06 +0000 2021,"United Airlines flight #UAL1758 spotted at 36,000 feet! https://t.co/YM3S615eMl","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 20:21:16 +0000 2021,"United Airlines flight #UAL1463 spotted at 10,800 feet! https://t.co/NonjAqH2vy","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 20:21:00 +0000 2021,United Airlines flight #UAL2612 spotted at 875 feet! https://t.co/opiA91aldO,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
LNarkimelli,Mon Aug 09 20:19:47 +0000 2021,"network of destinations. To my surprise, not even a single flight is available from India to the United States of A… https://t.co/EOVWi4af7g",,,2021-08-19 23:36:16.313209_combined.csv
foundation_west,Mon Aug 09 20:15:35 +0000 2021,The only smart thing to do. United Airlines. @UnitedAirlines_ https://t.co/4D5uXrVnUy,"Santa Fe, NM, USA",,2021-08-19 23:36:16.313209_combined.csv
spedwybabs,Mon Aug 09 20:15:08 +0000 2021,ooo just got an email from @United that they are making it a requirement for all US based employees to be vaccinate… https://t.co/7uiSftPgoe,,,2021-08-19 23:36:16.313209_combined.csv
above_monroe,Mon Aug 09 20:15:03 +0000 2021,"🇺🇸 UNITED #UAL1894: 4.1mi away [60° elevation] @ 37175ft, heading NE @ 481mph [United Airlines - #AIRBUS A319-132]… https://t.co/rsp9tQhw73","New Jersey, USA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 20:14:40 +0000 2021,"United Airlines flight #UAL2051 spotted at 3,225 feet! https://t.co/HqWui2h6y4","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
mannywhammy,Mon Aug 09 20:10:57 +0000 2021,i am going to murder united airlines,he/him,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 20:09:59 +0000 2021,"United Airlines flight #UAL1915 spotted at 6,425 feet! https://t.co/h7kG0hUtIw","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
Hassouny,Mon Aug 09 20:08:46 +0000 2021,"RT @NBCNewsPR: .@NBCNews EXCLUSIVE: @LesterHoltNBC interviews United Airlines CEO Scott Kirby tonight on @NBCNightlyNews.

Tune in at 6:30…",New York,,2021-08-19 23:36:16.313209_combined.csv
bernardohanian,Mon Aug 09 20:07:08 +0000 2021,It's only luck that I always fly @united (it's where my miles are). But if I didn't already always fly #united befo… https://t.co/SqjHfa5IsL,Washington DC,,2021-08-19 23:36:16.313209_combined.csv
NBCNewsPR,Mon Aug 09 20:06:48 +0000 2021,".@NBCNews EXCLUSIVE: @LesterHoltNBC interviews United Airlines CEO Scott Kirby tonight on @NBCNightlyNews.

Tune in… https://t.co/ug0HWVfQdz","New York, NY",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 20:06:08 +0000 2021,"United Airlines flight #UAL1924 spotted at 26,500 feet! https://t.co/RA4xY7CpDf","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
alfonslopeztena,Mon Aug 09 15:24:51 +0000 2021,"Covid vaccine mandates sweep across corporate America— More than a dozen large corporations, including Walmart, Goo… https://t.co/JshIiZl8uY",Catalonia,,2021-08-19 23:36:16.313209_combined.csv
SteelyTom1,Mon Aug 09 22:03:41 +0000 2021,@phishnet *Gin contained elements of United Airlines theme song,,,2021-08-19 23:36:16.313209_combined.csv
madsjw,Mon Aug 09 22:03:23 +0000 2021,Never thought I would say this: Bravo United! https://t.co/EFPzv8N1Sn,,,2021-08-19 23:36:16.313209_combined.csv
bloomberg_biz,Mon Aug 09 22:03:12 +0000 2021,My mom has accepted Allie into the family by deciding to open a United Airlines account in her name without asking permission,the basement,,2021-08-19 23:36:16.313209_combined.csv
Leisl_Bonell,Mon Aug 09 22:02:46 +0000 2021,RT @SLCoGov: The US Military and companies from United Airlines to Walmart to Disney all see the value of protecting their employees throug…,,,2021-08-19 23:36:16.313209_combined.csv
SLCoGov,Mon Aug 09 22:00:09 +0000 2021,The US Military and companies from United Airlines to Walmart to Disney all see the value of protecting their emplo… https://t.co/cOb8PLHW3J,"2001 State St, SLC UT 84190",,2021-08-19 23:36:16.313209_combined.csv
CatoTx1,Mon Aug 09 21:59:45 +0000 2021,"@LegendaryEnergy I work for United Airlines and yes, it is run by psychopaths.",TX,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:59:42 +0000 2021,"United Airlines flight #UAL1265 spotted at 22,975 feet! https://t.co/kpCjlz5c1b","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
kirksports,Mon Aug 09 21:59:25 +0000 2021,"RT @realjuliasong: BREAKING: United Airlines just issued a mandate for all of its employees - No Jab No Job!

By the fall all employees are…",Las Vegas,,2021-08-19 23:36:16.313209_combined.csv
bazaardailyuk,Mon Aug 09 21:54:41 +0000 2021,United Airlines to require all employees be vaxxed by the fall: Statement https://t.co/Qovo69xoga,United Kingdom / Manhattan NY,,2021-08-19 23:36:16.313209_combined.csv
bazaardailyuk,Mon Aug 09 21:54:41 +0000 2021,United Airlines to require all employees be vaxxed by the fall: Statement https://t.co/N6qxhgsOMr,United Kingdom / Manhattan NY,,2021-08-19 23:36:16.313209_combined.csv
HaleemKhane,Mon Aug 09 21:54:35 +0000 2021,United Airlines to require all employees be vaxxed by the fall: Statement https://t.co/SqJAwaOZQT,"Manhattan, NY",,2021-08-19 23:36:16.313209_combined.csv
fklonsky,Mon Aug 09 21:54:08 +0000 2021,"RT @mdawriter: Employers that have announced vaccine requirements for specific groups of workers:
— Colleges / universities
— Healthcare fa…","Logan Square, Chicago",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:53:42 +0000 2021,"United Airlines flight #UAL1241 spotted at 15,475 feet! https://t.co/sDBIUxvkuE","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
BKaltenberger,Mon Aug 09 21:53:02 +0000 2021,@realjuliasong The Pilot and Flight Attendant communities are about the most conservative group of people I know. T… https://t.co/UcSzlbKdg0,"Kapalua, HI",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:51:21 +0000 2021,United Airlines flight #UAL516 spotted at 575 feet! https://t.co/Nzqe13mYs5,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:51:05 +0000 2021,"United Airlines flight #UAL289 spotted at 22,350 feet! https://t.co/9YSsfB4FTH","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
Anarchrist5,Mon Aug 09 21:49:53 +0000 2021,@LegendaryEnergy United Airlines will be going out of business.,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:49:12 +0000 2021,"United Airlines flight #UAL1227 spotted at 11,925 feet! https://t.co/VaMQiXxqcu","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
JonMarronMD,Mon Aug 09 21:48:58 +0000 2021,"Thank you, @United. An excellent example for other companies. Heres to hoping that other airlines (and private comp… https://t.co/WQyvc6LW96","Boston, MA",,2021-08-19 23:36:16.313209_combined.csv
CLHinkle,Mon Aug 09 21:46:16 +0000 2021,@MZHemingway I just saw United Airlines announce that unvaccinated employees will be fired. But it doesn't explain… https://t.co/DTw6XdBBSs,"Texas, USA",,2021-08-19 23:36:16.313209_combined.csv
Annette57086624,Mon Aug 09 21:43:38 +0000 2021,RT @Tigger0047: Southwest Airlines will not make Vaccines mandatory....Hello United Airlines and others that do require Vaccines....,,,2021-08-19 23:36:16.313209_combined.csv
Afsha26419841,Mon Aug 09 21:42:41 +0000 2021,"RT @LNarkimelli: network of destinations. To my surprise, not even a single flight is available from India to the United States of America.…",,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:39:54 +0000 2021,"United Airlines flight #UAL1581 spotted at 6,800 feet! https://t.co/QPjdMeyZbs","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:39:38 +0000 2021,"United Airlines flight #UAL2199 spotted at 8,800 feet! https://t.co/1m5ik0U4N8","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
Dark_Riddler,Mon Aug 09 21:39:05 +0000 2021,"RT @BlackSa87753364: So if you have an compromised immune system &amp; you physically cannot get the jab, you can expect to be homeless soon. E…","Mississippi, USA",,2021-08-19 23:36:16.313209_combined.csv
BlackSa87753364,Mon Aug 09 21:38:29 +0000 2021,"So if you have an compromised immune system &amp; you physically cannot get the jab, you can expect to be homeless soon… https://t.co/edkTfEpItH",,,2021-08-19 23:36:16.313209_combined.csv
RealATCComms,Mon Aug 09 21:37:22 +0000 2021,"❗❗❗09.08.2021❗❗❗
“Something hit us”. Rejected takeoff | United Airlines Boeing 767-300| Zurich, ATC
Full video:… https://t.co/iiJUDWeGiG",,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:33:59 +0000 2021,"United Airlines flight #UAL687 spotted at 18,175 feet! https://t.co/HaujaUlxDI","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
zannyholiday,Mon Aug 09 21:33:21 +0000 2021,"@finKlEiNhoRN22 @DrManhattan777 You are incorrect.  Several United and Delta pilots died in quick succession, short… https://t.co/0AUDKq2Tix","Beautiful Lake Cnty,California",,2021-08-19 23:36:16.313209_combined.csv
QuintinOnCamera,Mon Aug 09 21:31:45 +0000 2021,"RT @NBCNightlyNews: TONIGHT: @LesterHoltNBC speaks to United Airlines CEO Scott Kirby in an exclusive interview.

Watch at 6:30 pm ET / 5:3…","Charleston, SC",,2021-08-19 23:36:16.313209_combined.csv
NBCNightlyNews,Mon Aug 09 21:30:00 +0000 2021,"TONIGHT: @LesterHoltNBC speaks to United Airlines CEO Scott Kirby in an exclusive interview.

Watch at 6:30 pm ET /… https://t.co/2Ek6Fxb1o7",New York,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:28:59 +0000 2021,"United Airlines flight #UAL2052 spotted at 10,175 feet! https://t.co/2EwsjxiDga","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
realjuliasong,Mon Aug 09 21:23:51 +0000 2021,"BREAKING: United Airlines just issued a mandate for all of its employees - No Jab No Job!

By the fall all employee… https://t.co/XaDOUykUbg",Married to my best friend,,2021-08-19 23:36:16.313209_combined.csv
mdawriter,Mon Aug 09 21:20:36 +0000 2021,"Employers that have announced vaccine requirements for specific groups of workers:
— Colleges / universities
— Heal… https://t.co/im57zLhTZl",,,2021-08-19 23:36:16.313209_combined.csv
VisitorTollPass,Mon Aug 09 21:20:02 +0000 2021,RT @MCO: Forgot your mask? We got you covered. You can find Clean &amp; Safe Travels PPE vending machines available thr… https://t.co/fn3NCVvKiY,Orlando International Airport,,2021-08-19 23:36:16.313209_combined.csv
mmjunkie,Mon Aug 09 21:13:25 +0000 2021,@Tigger0047 @crwaxlax United Airlines employees have until October 25 to vaccinate. If you're going to fly make sur… https://t.co/YYGNkslKYv,"Oregon, USA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:12:53 +0000 2021,United Airlines flight #UAL1431 spotted at 650 feet! https://t.co/eq27D6DZf5,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
riversandcreeks,Mon Aug 09 21:12:07 +0000 2021,Would be great to have more companies follow lead of @united because I would love to travel again someday https://t.co/dRxyNfJWNb,"Seattle, WA",,2021-08-19 23:36:16.313209_combined.csv
JennaCh84895335,Mon Aug 09 21:07:10 +0000 2021,Everyone being required to get the jab at United Airlines should collectively walkout on the job and leave them str… https://t.co/FAR7Uggtef,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:07:08 +0000 2021,United Airlines flight #UAL479 spotted at 925 feet! https://t.co/e6pY0Ac8TX,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
bengin1003,Mon Aug 09 21:06:48 +0000 2021,RT @SharonW96093295: @chipfranklin Absolutely!  Also United airlines is also requiring employees to be vaccinated. I hope there are more co…,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 21:06:29 +0000 2021,"United Airlines flight #UAL1840 spotted at 8,000 feet! https://t.co/LfteUEeFV7","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
jojo777_jo,Mon Aug 09 21:06:20 +0000 2021,"United will require its U.S. employees to be vaccinated, a first for country's major airlines https://t.co/4KajZ68ykC",,,2021-08-19 23:36:16.313209_combined.csv
BillMiami,Mon Aug 09 23:03:28 +0000 2021,Big shout out to the CEO of United Airlines. All employees must get vaccinated. @united,,,2021-08-19 23:36:16.313209_combined.csv
Refess,Mon Aug 09 23:01:48 +0000 2021,United Airlines will require US employees to be vaccinated - United Airlines will require employees in the U.S. to… https://t.co/ebNGiX5ATS,,,2021-08-19 23:36:16.313209_combined.csv
DBJnews,Mon Aug 09 23:00:26 +0000 2021,United Airlines became the first major U.S. carrier to implement a vaccination policy.  https://t.co/okZncgw9Tc,Dayton OH USA,,2021-08-19 23:36:16.313209_combined.csv
Jon_Schallert,Mon Aug 09 22:59:32 +0000 2021,"Hey, @united and @scottki71016421: You've just confirmed that I'm flying on the right airline with your announcemen… https://t.co/ml8MYEO8pk","Longmont, CO US",,2021-08-19 23:36:16.313209_combined.csv
JunoSawayama,Mon Aug 09 22:58:50 +0000 2021,United Airlines requiring all employees to be vaccinated by the Fall. They need to require that shit for ALL AIR TRAVEL. Period.,"𝙱𝚊𝚋𝚢𝚕𝚘𝚗, 𝙽𝚈𝙲",,2021-08-19 23:36:16.313209_combined.csv
TeeterA5,Mon Aug 09 22:57:50 +0000 2021,RT @BeagleCorleone: The letter I just received from United Airlines...Love it! https://t.co/40y8ldcNGn,"Starting Again,USA",,2021-08-19 23:36:16.313209_combined.csv
Sirmichaelboh,Mon Aug 09 22:54:00 +0000 2021,@WillMurphy_BCMS @zerohedge Yeah I’m not shocked. I think United airlines said that as well.,,,2021-08-19 23:36:16.313209_combined.csv
BigDaveCarter,Mon Aug 09 22:48:01 +0000 2021,"Just got a work email from @united Airlines telling me that they're requiring all their employees to get vaxxed.

I… https://t.co/WvxBh2ABYt",In a town near you,,2021-08-19 23:36:16.313209_combined.csv
ChronLaw,Mon Aug 09 22:46:44 +0000 2021,"United will require its U.S. employees to be vaccinated, a first for country's major airlines https://t.co/44SBqa3H5i","Houston, TX",,2021-08-19 23:36:16.313209_combined.csv
HoustonInterAir,Mon Aug 09 22:43:13 +0000 2021,Squawk 4424 Federal Law Enforcement: A8FC73/N67846//UNITED AIRLINES INC https://t.co/a6apXRs4lZ,"Houston, TX",,2021-08-19 23:36:16.313209_combined.csv
CrysCameron61,Mon Aug 09 22:42:41 +0000 2021,RT @HealthNS: Nova Scotia Health Public Health is advising of potential exposure to COVID-19 at one location in Central Zone and on one Uni…,Prince Edward Island Canada,,2021-08-19 23:36:16.313209_combined.csv
patell_priya,Mon Aug 09 22:42:35 +0000 2021,"United Airlines will require all U.S. employees to be vaccinated, a first for country's carriers https://t.co/JOY6Zqbcle",Australia,,2021-08-19 23:36:16.313209_combined.csv
BeagleCorleone,Mon Aug 09 22:31:27 +0000 2021,The letter I just received from United Airlines...Love it! https://t.co/40y8ldcNGn,SoCal,,2021-08-19 23:36:16.313209_combined.csv
stan724,Mon Aug 09 22:25:30 +0000 2021,"@robreiner SHUT THE HELL UP .. YOU'RE MAKING ME HOARSE
Global warming has gone on ever since the damned ice age.
If… https://t.co/Mw7Y0pg0rc","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
AboveHvilleTN,Mon Aug 09 22:25:20 +0000 2021,"UAL1573 N854UA Airbus A319 131 United Airlines: 0.5 mi away @ 2400 ft and 40.7° frm hrzn, heading S @ 0.0mi/h 17:23… https://t.co/EAGIkrcV7H","Hendersonville, TN",,2021-08-19 23:36:16.313209_combined.csv
BeagleCorleone,Mon Aug 09 22:24:03 +0000 2021,"United Airlines - Leading the way.
https://t.co/4Kl5aYzrr3",SoCal,,2021-08-19 23:36:16.313209_combined.csv
BeagleCorleone,Mon Aug 09 22:22:39 +0000 2021,United Airlines has just become the first Major US Airline to mandate a vaccination for all employees...As a near 2… https://t.co/NGWRJVNA8g,SoCal,,2021-08-19 23:36:16.313209_combined.csv
AlsoNotNate,Mon Aug 09 22:21:26 +0000 2021,@x25cf @realjuliasong United and American are two separate airlines ya jebronies,,,2021-08-19 23:36:16.313209_combined.csv
ElAmerican_,Mon Aug 09 22:21:00 +0000 2021,The @united airline has been requiring vaccination to new staff since mid-June. Unvaccinated workers must wear face… https://t.co/D8KVxWywJO,USA,,2021-08-19 23:36:16.313209_combined.csv
Q104Halifax,Mon Aug 09 22:20:16 +0000 2021,Q Update: Potential exposure to COVID-19 at one location in Central Zone and on one United Airlines/Air Canada flig… https://t.co/Cgwx9X3MEs,"Halifax, Nova Scotia, Canada",,2021-08-19 23:36:16.313209_combined.csv
Mrs_RV,Mon Aug 09 22:17:22 +0000 2021,@ElliGower8 @ElizaPetch Then she pointed out that my booking was with United Airlines. Oops.,"Gloucester, England",,2021-08-19 23:36:16.313209_combined.csv
MoyDee5,Mon Aug 09 22:17:19 +0000 2021,Just a reminder this is how United airlines views their passengers. You’re still just money to them. They just got… https://t.co/4y2PGsvtOt,,,2021-08-19 23:36:16.313209_combined.csv
2quadrillion,Mon Aug 09 22:16:31 +0000 2021,"RT @indyfly1: #commie #statist

RT @NewsHour: Yesterday, United Airlines announced that it will require all of its U.S. employees to be vac…",Dublin. ,,2021-08-19 23:36:16.313209_combined.csv
fibsjustwork,Mon Aug 09 22:15:12 +0000 2021,@realjuliasong United china airlines,"Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
ALPApilotCarlos,Mon Aug 09 22:12:45 +0000 2021,"When your employer does the right thing…  United Airlines will require all U.S. employees to be vaccinated, a first… https://t.co/y1Fwov8ILA","Marietta, GA",,2021-08-19 23:36:16.313209_combined.csv
AAIPipeline,Mon Aug 09 22:12:23 +0000 2021,"K-12 students, make this summer brilliant! On Saturday, August 14th ​the AeroStar Avion Institute will be walking i… https://t.co/rNkoFCFqp5",Chicago,,2021-08-19 23:36:16.313209_combined.csv
sharkb8t,Mon Aug 09 22:11:49 +0000 2021,"WTG @united!!
Whatcha say, @Delta? https://t.co/ATMLJH3ieZ","Greenville, SC",,2021-08-19 23:36:16.313209_combined.csv
indyfly1,Mon Aug 09 22:10:38 +0000 2021,"Time to leave a stinking ship

RT @TIME: United Airlines, which has 67,000 employees in the United States, is the f… https://t.co/7tec6Zozev",SurfCity? wasteland SoCal,,2021-08-19 23:36:16.313209_combined.csv
Thee_UniqueTiff,Mon Aug 09 22:09:57 +0000 2021,United  airlines took care of me Today sis puked all on that plane multiple times lord Vegas won,"Atlanta georgia,Chicago",,2021-08-19 23:36:16.313209_combined.csv
indyfly1,Mon Aug 09 22:09:14 +0000 2021,"#commie #statist

RT @NewsHour: Yesterday, United Airlines announced that it will require all of its U.S. employees… https://t.co/bGuoEdM39V",SurfCity? wasteland SoCal,,2021-08-19 23:36:16.313209_combined.csv
HealthNS,Mon Aug 09 22:08:55 +0000 2021,Nova Scotia Health Public Health is advising of potential exposure to COVID-19 at one location in Central Zone and… https://t.co/6wjQjqLEnj,,,2021-08-19 23:36:16.313209_combined.csv
MightyTravels,Mon Aug 09 22:05:33 +0000 2021,US$216 - Cheap flights to Kahului from Sacramento (United Airlines) https://t.co/Tlt1mGDh8d,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 22:05:22 +0000 2021,"United Airlines flight #UAL404 spotted at 11,375 feet! https://t.co/P4FEWYZqk0","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
NBCNightlyNews,Mon Aug 09 23:15:00 +0000 2021,"WATCH: In an exclusive interview with @LesterHoltNBC, United Airlines CEO Scott Kirby says the decision to mandate… https://t.co/Dtk2oLGZGW",New York,,2021-08-19 23:36:16.313209_combined.csv
scottki71016421,Tue Aug 10 00:17:53 +0000 2021,"RT @Jon_Schallert: Hey, @united and @scottki71016421: You've just confirmed that I'm flying on the right airline with your announcement tod…",,,2021-08-19 23:36:16.313209_combined.csv
oshay0826,Tue Aug 10 00:17:47 +0000 2021,"Thank you @united for mandating vaccines for your employees. As a travel agent, you just became one of my top choice airlines!","Tempe, AZ",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Tue Aug 10 00:16:02 +0000 2021,"United Airlines flight #UAL1281 spotted at 32,650 feet! https://t.co/LU0vuR3Lsx","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
HulkInvesting,Tue Aug 10 00:15:51 +0000 2021,"#HoldTheLine #unitedAIRLINES 
Reminder:  Do NOT FLY United Airlines!  They just mandated the vaccine for their pilo… https://t.co/hoJcfRPmeV",,,2021-08-19 23:36:16.313209_combined.csv
markwhitwam,Tue Aug 10 00:12:56 +0000 2021,"United will require its 67,000 U.S. employees to be vaccinated against Covid-19 this fall, the first major airline… https://t.co/pPMNSPNcTt","Stevensville, Michigan",,2021-08-19 23:36:16.313209_combined.csv
LindaCarterBiz,Tue Aug 10 00:12:30 +0000 2021,@united airlines has decided to mandate their employees to get the poisonous jabs. I truly hope all employees strik… https://t.co/Ig6JLByunm,"Fernandina Beach, FL",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Tue Aug 10 00:12:23 +0000 2021,"United Airlines flight #UAL1559 spotted at 28,575 feet! https://t.co/sdt7hm9PtX","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
cindyceemerson,Tue Aug 10 00:11:44 +0000 2021,RT @GOPabomination: Well done United Airlines! Your requirement for ALL employees to be vaccinated or face termination of employment is abs…,Minnesota,,2021-08-19 23:36:16.313209_combined.csv
librarian_ra,Tue Aug 10 00:11:32 +0000 2021,"For the love of the Tulip
https://t.co/4gcaNHKmwc ⬅️
This 1987 United Airlines commercial showcases shots from its… https://t.co/I6riDzstIT",,,2021-08-19 23:36:16.313209_combined.csv
elligott9999,Tue Aug 10 00:11:29 +0000 2021,@NBCNews Canceling United Mileage Plus Visa and using miles for hotels vs. on @united airlines. This is 100% unacce… https://t.co/sqTuY4pZ5j,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Tue Aug 10 00:09:41 +0000 2021,"United Airlines flight #UAL482 spotted at 11,400 feet! https://t.co/B4hqZtScrm","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
markymark757,Tue Aug 10 00:07:46 +0000 2021,Good for United Airlines. https://t.co/W1loehiZ7V,,,2021-08-19 23:36:16.313209_combined.csv
DonnaYoungDC,Tue Aug 10 00:07:42 +0000 2021,"RT @NBCNightlyNews: WATCH: In an exclusive interview with @LesterHoltNBC, United Airlines CEO Scott Kirby says the decision to mandate Covi…",Washington,,2021-08-19 23:36:16.313209_combined.csv
ErnestBoehm,Tue Aug 10 00:07:31 +0000 2021,united airlines https://t.co/UiUyuMAY2o,,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Tue Aug 10 00:06:54 +0000 2021,"United Airlines flight #UAL2299 spotted at 22,500 feet! https://t.co/NXTt2caoRS","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Tue Aug 10 00:05:52 +0000 2021,"United Airlines flight #UAL2146 spotted at 26,850 feet! https://t.co/bHN5GyP4hq","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
ClarkAdena,Tue Aug 10 00:05:02 +0000 2021,"RT @Tim_Bousquet: A low-risk potential COVID exposure at Walmart Bayers Lake, and a high-risk potential exposure on United Airlines 8442 /…","Seacoast Towers, Dartmouth, NS",,2021-08-19 23:36:16.313209_combined.csv
chestnut2171,Tue Aug 10 00:04:34 +0000 2021,USA flying in Africans for free. ✈ 🇺🇸  https://t.co/f2yGxFpT80,"Georgia, USA",,2021-08-19 23:36:16.313209_combined.csv
MrMikeDuhon,Tue Aug 10 00:03:56 +0000 2021,"Good trend here:
United Becomes The 1st Major U.S. Airline To Require Employees Be Vaccinated https://t.co/9C56sXLfiQ",,,2021-08-19 23:36:16.313209_combined.csv
GOPabomination,Tue Aug 10 00:03:55 +0000 2021,Well done United Airlines! Your requirement for ALL employees to be vaccinated or face termination of employment is… https://t.co/3WKrBi39SE,"Trinidad, CO",,2021-08-19 23:36:16.313209_combined.csv
laxradar,Tue Aug 10 00:03:36 +0000 2021,"United Airlines flight #UAL1275 spotted at 25,475 feet! https://t.co/o2AfaosL59","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
above_monroe,Tue Aug 10 00:03:24 +0000 2021,"🇺🇸 UNITED #UAL517: 2.0mi away [59° elevation] @ 17600ft, heading W @ 483mph [United Airlines - #BOEING 767-322]… https://t.co/Ud8zFWTI7Q","New Jersey, USA",,2021-08-19 23:36:16.313209_combined.csv
johnwayne1,Tue Aug 10 00:02:43 +0000 2021,United Airlines will require staff to be vaccinated https://t.co/WHknkQPfAa,Greater Atlanta Area,,2021-08-19 23:36:16.313209_combined.csv
BuzzMcdermott,Mon Aug 09 23:58:10 +0000 2021,Hooray for United airlines in their ruling on vaccines,,,2021-08-19 23:36:16.313209_combined.csv
_KatieRandall,Mon Aug 09 23:54:57 +0000 2021,i’m never flying united airlines ever again and i am never having a layover in chicago and with that goodnight,Mystic Falls,,2021-08-19 23:36:16.313209_combined.csv
laxradar,Mon Aug 09 23:52:59 +0000 2021,"United Airlines flight #UAL2305 spotted at 3,025 feet! https://t.co/pVzdxdmLP2","Los Angeles, CA",,2021-08-19 23:36:16.313209_combined.csv
SoCalSister22,Mon Aug 09 23:52:55 +0000 2021,@realjuliasong United Airlines will lose valuable employees.,USA,,2021-08-19 23:36:16.313209_combined.csv
