,user,date,text,location,coordinates
0,Reuters,Wed Jul 28 21:10:00 +0000 2021,England will allow fully vaccinated visitors from the European Union and the United States to arrive without needin… https://t.co/ZBqxtqahjm,Around the world,
1,SteveSchmidtSES,Sat Jul 24 13:49:56 +0000 2021,Here is one way to increase vaccine rates. There is no right to fly in the United States. Walking and driving will… https://t.co/cIeYwjHTJ7,,
2,verge,Thu Jul 29 06:15:08 +0000 2021,United Airlines will let passengers preorder food and snacks online before flights https://t.co/tqkXcog3rv https://t.co/LCRpyPwl3P,New York,
3,devilchasnme,Thu Jul 29 16:06:37 +0000 2021,"@RickyLe80284150 ""Miles4Migrants, which is funded by the Shapiro Foundation &amp; the Tripadvisor Foundation, works wit… https://t.co/dcoEsWfyJ9",Middle Tennessee,
4,Debra4KAG,Thu Jul 29 16:05:58 +0000 2021,"RT @RickyLe80284150: Just when you thought it couldn't get any worse

Delta, American, United Airlines Are Providing African Migrants Free…",Realville ,
5,CarolMo38244849,Thu Jul 29 16:05:47 +0000 2021,"RT @Cleansniper23: @Delta.@airwaves 
#Patriots #BoycottDelta &amp; #BoycottAmerican 
If this don’t INFURIATE you nothing will. Not only are the…","Florida, USA",
6,sue_meadows11,Thu Jul 29 16:04:29 +0000 2021,"Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/ZrJPuTnhpA",Pacific Northwest,
7,g_millsie,Thu Jul 29 16:03:19 +0000 2021,RT @PatriotOutfitrs: WHAT THE F’n F! MOST ARE FLEEING FROM THE DEM REPUBLIC OF CONGO WHERE THERE WAS A 2019 OUTBREAK OF EBOLA! WELCOME TO A…,"cOhio, USA",
8,KmrRife,Thu Jul 29 16:02:55 +0000 2021,"RT @NobodymrRobert: Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/4PYVTYwCPl via @g…",,
9,DNO255598517,Thu Jul 29 16:02:47 +0000 2021,"Upon information and belief, this is illegal:
Delta, Amrcan, Unitd the airlines aiding and abetting the Biden Carte… https://t.co/nKZv1DINir",,
10,sue_meadows11,Thu Jul 29 16:02:08 +0000 2021,"RT @lsferguson: Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/q7RcWcAUdr via @gatew…",Pacific Northwest,
11,TusharP94595652,Thu Jul 29 16:02:01 +0000 2021,RT @saurbhspeaks: .@IDBI_Bank net profit soars 318% to ₹603 crore in Q1 FY22 as net interest income (NII) and other income increased as the…,,
12,laxradar,Thu Jul 29 16:00:56 +0000 2021,United Airlines flight #UAL759 spotted at 450 feet! https://t.co/xq039hL3eB,"Los Angeles, CA",
13,hybiscus33,Thu Jul 29 16:00:54 +0000 2021,"RT @Cleansniper23: @Delta.@airwaves 
#Patriots #BoycottDelta &amp; #BoycottAmerican 
If this don’t INFURIATE you nothing will. Not only are the…",,
14,alvejz_59,Thu Jul 29 16:00:46 +0000 2021,"Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/L49sYtiyo3 via @gatewaypundit","Texas, USA",
15,Ugandagirl2,Thu Jul 29 16:00:23 +0000 2021,"RT @NobodymrRobert: Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/4PYVTYwCPl via @g…","Illinois, USA",
16,YourCause,Thu Jul 29 16:00:00 +0000 2021,Checkout this interview with Global Community Engagement at United Airlines to learn more about their strategies to… https://t.co/SKN3mKbu2k,"Dallas, Texas",
17,Johnnieo88,Thu Jul 29 15:59:46 +0000 2021,"RT @NobodymrRobert: Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/4PYVTYwCPl via @g…","Queens, NY",
18,seriouslyabk,Thu Jul 29 15:59:25 +0000 2021,"Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/61J5YPfwgD",,
19,BookerSparticus,Thu Jul 29 15:59:24 +0000 2021,"RT @NobodymrRobert: Delta, American, United Airlines Are Providing African Migrants Free Flights To The U.S. https://t.co/4PYVTYwCPl via @g…","Florida, USA",
20,ADITYAS47863708,Thu Jul 29 15:57:44 +0000 2021,RT @saurbhspeaks: .@IDBI_Bank net profit soars 318% to ₹603 crore in Q1 FY22 as net interest income (NII) and other income increased as the…,,
21,PatriotOutfitrs,Thu Jul 29 15:57:44 +0000 2021,WHAT THE F’n F! MOST ARE FLEEING FROM THE DEM REPUBLIC OF CONGO WHERE THERE WAS A 2019 OUTBREAK OF EBOLA! WELCOME T… https://t.co/gEt6C3SWRq,,
