,user,date,text,location,coordinates
0,NBCNightlyNews,Mon Aug 09 23:15:00 +0000 2021,"WATCH: In an exclusive interview with @LesterHoltNBC, United Airlines CEO Scott Kirby says the decision to mandate… https://t.co/Dtk2oLGZGW",New York,
1,alfonslopeztena,Mon Aug 09 15:24:51 +0000 2021,"Covid vaccine mandates sweep across corporate America— More than a dozen large corporations, including Walmart, Goo… https://t.co/JshIiZl8uY",Catalonia,
2,lesliejosephs,Tue Aug 10 02:20:20 +0000 2021,"Hawaiian Airlines says it will require U.S. staff to be vaccinated against Covid by Nov. 1, the third major airline… https://t.co/qZqxXZz3hX",New York,
3,laxradar,Tue Aug 10 19:01:28 +0000 2021,"United Airlines flight #UAL1616 spotted at 27,875 feet! https://t.co/69EAxpmL8L","Los Angeles, CA",
4,OlsmanMacKenzie,Tue Aug 10 19:00:38 +0000 2021,"More than a dozen large U.S. corporations, including Walmart, Google, Tyson Foods and United Airlines, have recentl… https://t.co/uZn6Vz1DHn","Berkley, MI",
5,TheOklahoman_,Tue Aug 10 19:00:00 +0000 2021,"Some employers aren’t ready to impose mandates but may still penalize workers for not getting vaccinated, possibly… https://t.co/LOUncuGD2O","Oklahoma City, OK",
6,TAFORU,Tue Aug 10 18:59:54 +0000 2021,"RT @Nilsalollitasmo: YEAH!!! 

Won't get a COVID-19 vaccine? Some bosses may charge you $20 to $50 more for health insurance on every paych…",,
7,LordessofRings,Tue Aug 10 18:59:23 +0000 2021,@PatrckStatic I have been informed that I completely misread this and you were in fact speaking about United Airlin… https://t.co/TGRhWJ2FVb,"Maine, USA",
8,Peace0utHaterz,Tue Aug 10 18:58:58 +0000 2021,"RT @PatrckStatic: Ya know…I vowed to NEVER fly United Airlines and here I am..flying home and of course problems and issues :))))))))

Neve…","Cushing, OK",
9,laxradar,Tue Aug 10 18:56:31 +0000 2021,"United Airlines flight #UAL33 spotted at 11,275 feet! https://t.co/w2lUMMdgte","Los Angeles, CA",
10,laxradar,Tue Aug 10 18:56:00 +0000 2021,"United Airlines flight #UAL2362 spotted at 18,750 feet! https://t.co/VgHNmNPbDf","Los Angeles, CA",
11,Alanna_chanelle,Tue Aug 10 18:54:51 +0000 2021,"RT @PatrckStatic: Ya know…I vowed to NEVER fly United Airlines and here I am..flying home and of course problems and issues :))))))))

Neve…",,
12,PatrckStatic,Tue Aug 10 18:52:35 +0000 2021,Ya know…I vowed to NEVER fly United Airlines and here I am..flying home and of course problems and issues :))))))))… https://t.co/ohH9FrXrGZ,California,
13,CatGuy84026085,Tue Aug 10 18:52:01 +0000 2021,RT @NathanBomey: Won't get a COVID vaccine? OK. But it might cost you $20 to $50 per paycheck as an insurance surcharge. My story for @USAT…,In the wild,
14,upperpatriot,Tue Aug 10 18:50:43 +0000 2021,RT @FiberCarb: Boycott @united https://t.co/KpVGSQzPb9,,
