,user,date,text,location,coordinates,filename
3598,EllenMeister,Mon Aug 09 11:22:16 +0000 2021,"Bravo to @united airlines for requiring its 67,000 employees to get vaccinated. I hope more corporations issue mand… https://t.co/Uxgiz5skwl","Long Island, NY",,2021-08-16 23:36:43.265249_combined.csv
3599,rpstranslations,Mon Aug 09 11:15:03 +0000 2021,😬 Airlines like United and American are dedicating billions of dollars to fly a new type of aircraft that won’t req… https://t.co/b8Ux84dlk6,"Chicago, IL",,2021-08-16 23:36:43.265249_combined.csv
3600,OhSoKuteKita,Mon Aug 09 11:13:53 +0000 2021,United Airlines is mandating all employees to get vaccinated by October,Georgia,,2021-08-16 23:36:43.265249_combined.csv
3601,carrot_topiary,Mon Aug 09 11:13:00 +0000 2021,RT @PepperMaShay: @APforJustice @TheDemCoalition @united Thank You United Airlines Requiring All Of Your Employees To Get Vaccinated!!!,United States,,2021-08-16 23:36:43.265249_combined.csv
3602,PepperMaShay,Mon Aug 09 11:04:06 +0000 2021,@APforJustice @TheDemCoalition @united Thank You United Airlines Requiring All Of Your Employees To Get Vaccinated!!!,"Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3603,Vermin1906,Mon Aug 09 11:03:33 +0000 2021,#United airlines Great idea to board the 1st flight of the morning with maintenance issues.  Sitting for over an ho… https://t.co/BBIWDDB4VN,"New Jersey, USA",,2021-08-16 23:36:43.265249_combined.csv
3604,laxradar,Mon Aug 09 13:05:43 +0000 2021,United Airlines flight #UAL471 spotted at 800 feet! https://t.co/HGMYz1jyD2,"Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3605,laxradar,Mon Aug 09 13:05:28 +0000 2021,"United Airlines flight #UAL842 spotted at 8,350 feet! https://t.co/YK6qhGSqL1","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3606,Refess,Mon Aug 09 13:02:51 +0000 2021,United Airlines will require US employees to be vaccinated - United Airlines will require employees in the U.S. to… https://t.co/LiGRr89yOd,,,2021-08-16 23:36:43.265249_combined.csv
3607,admond1994,Mon Aug 09 13:01:02 +0000 2021,"United Airlines Says It Plans to Fire Unvaccinated Employees. CNN Has Started Already

Read more in… https://t.co/xAhNGhH4A6",Singapore,,2021-08-16 23:36:43.265249_combined.csv
3608,AboveBracknell,Mon Aug 09 12:54:44 +0000 2021,"🇺🇸 N24980 #UNITED #UAL4 LHR-IAH: 2.8mi away heading W, travelling 296mph @ 7600ft #Heathrow #Departure [United Airl… https://t.co/HcFjoI4rlx",Bracknell,,2021-08-16 23:36:43.265249_combined.csv
3609,AnneSarrat,Mon Aug 09 12:54:19 +0000 2021,"RT @PoetaBarbara: @markghost45 Ask the airlines who will be losing a fortune. Good news: UNITED AIR REQUIRING VACCINATION.
BIG BUSINESS IS…",,,2021-08-16 23:36:43.265249_combined.csv
3610,laxradar,Mon Aug 09 12:54:08 +0000 2021,"United Airlines flight #UAL1652 spotted at 20,250 feet! https://t.co/MmkYs3oOgj","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3611,luisevanegas,Mon Aug 09 12:50:40 +0000 2021,RT @dougmillsnyt: Spending another night in Tokyo—USA athletes and staff are escorted out of the terminal after their United Airlines fligh…,BOG/SKBO,,2021-08-16 23:36:43.265249_combined.csv
3612,sfjen2902,Mon Aug 09 12:45:02 +0000 2021,Just posted a photo @ United Airlines O'Hare https://t.co/8v8t07VExh,,,2021-08-16 23:36:43.265249_combined.csv
3613,BooneBros,Mon Aug 09 12:39:00 +0000 2021,"@Skyscanner I'm trying to fly from GRR to FSD around Christmas; however, every time I plug in dates (differing) and… https://t.co/Sb9OOE9CgO",,,2021-08-16 23:36:43.265249_combined.csv
3614,MightyTravels,Mon Aug 09 12:38:34 +0000 2021,US$197 - Cheap flights to San Francisco from Atlanta (United Airlines) https://t.co/D4YDIIJsSi,,,2021-08-16 23:36:43.265249_combined.csv
3615,DavilaAngelsd1,Mon Aug 09 12:32:46 +0000 2021,"ALERT: United Airlines is mandating employees get vaccinated. As Americans, the one thing we CAN control is where w… https://t.co/3nqjwEjryF","North Carolina, USA",,2021-08-16 23:36:43.265249_combined.csv
3616,Parfy3c,Mon Aug 09 12:31:56 +0000 2021,Wow United Airlines check-in CMH John Glenn Columbus International Airport #unitedAIRLINES https://t.co/iDAxv2rB7o,,,2021-08-16 23:36:43.265249_combined.csv
3617,laxradar,Mon Aug 09 12:30:42 +0000 2021,"United Airlines flight #UAL674 spotted at 2,825 feet! https://t.co/LZ4BLt9GLO","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3618,ThakurPrasad11,Mon Aug 09 12:30:02 +0000 2021,US: Corporate Giants Begin Requiring Employees to Take the Jab - https://t.co/ELeJwVM6RN,Jamsedpur,,2021-08-16 23:36:43.265249_combined.csv
3619,Trump4future,Mon Aug 09 12:29:37 +0000 2021,United Airlines will Require US Employees to be Fully Vaccinated by October 25 or Risk Termination #VaccineNazis https://t.co/POUC9hYAt7,,,2021-08-16 23:36:43.265249_combined.csv
3620,CoyoteRidge,Mon Aug 09 12:25:01 +0000 2021,Disruptions to the workforce are costly… https://t.co/QB3Rxs79Ef,San Francisco,,2021-08-16 23:36:43.265249_combined.csv
3621,claimcompanies,Mon Aug 09 12:23:35 +0000 2021,"RT @MsWilliams2016: I contacted american airlines with a reimbursement issue and almost instantly they responded, I've been trying to get a…",,,2021-08-16 23:36:43.265249_combined.csv
3622,laxradar,Mon Aug 09 12:21:52 +0000 2021,"United Airlines flight #UAL1147 spotted at 7,000 feet! https://t.co/gDqCkoKelC","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3623,MsWilliams2016,Mon Aug 09 12:21:20 +0000 2021,"I contacted american airlines with a reimbursement issue and almost instantly they responded, I've been trying to g… https://t.co/VLrcIn7qM9",,,2021-08-16 23:36:43.265249_combined.csv
3624,dougmillsnyt,Mon Aug 09 12:20:09 +0000 2021,Spending another night in Tokyo—USA athletes and staff are escorted out of the terminal after their United Airlines… https://t.co/24TOwlLkdI,"Washington, DC",,2021-08-16 23:36:43.265249_combined.csv
3625,aaron_leclaire,Mon Aug 09 12:19:18 +0000 2021,@united flight delayed due to mechanical problems.   This is the airlines fault.   How do we get compensated for our time?!,,,2021-08-16 23:36:43.265249_combined.csv
3626,KimHalliburton2,Mon Aug 09 12:11:49 +0000 2021,Bravo United Airlines!! Bravo!! https://t.co/ceugiE1YEC,"Garland, TX",,2021-08-16 23:36:43.265249_combined.csv
3627,Pro_Nuke,Mon Aug 09 12:11:48 +0000 2021,Pilots to United Airlines: Not So Fast on Vaccine Mandate https://t.co/utGF30Pr2j,"Wisconsin, USA",,2021-08-16 23:36:43.265249_combined.csv
3628,THEWOMENLEADERS,Mon Aug 09 12:10:57 +0000 2021,"United Airlines will need its 67,000 U.S. employees to get vaccinated, a first for domestic carriers… https://t.co/gJeP9d6Pja",USA,,2021-08-16 23:36:43.265249_combined.csv
3629,DenwillLiberty,Mon Aug 09 14:01:22 +0000 2021,"RT @mbgrotte: @JamesGRickards @DenwillLiberty Just coming off vacation, new mandate at United Airlines. Get vaccinated by October 25, or te…","Colorado Springs, CO",,2021-08-16 23:36:43.265249_combined.csv
3630,PaTresha10,Mon Aug 09 14:01:13 +0000 2021,"More than a dozen large U.S. corporations, including Walmart, Google, Tyson Foods and United Airlines, have recentl… https://t.co/ViflmOdDGx",Southern California ,,2021-08-16 23:36:43.265249_combined.csv
3631,laxradar,Mon Aug 09 14:00:09 +0000 2021,"United Airlines flight #UAL1045 spotted at 7,750 feet! https://t.co/HWLz62z7Kf","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3632,SFBusinessTimes,Mon Aug 09 14:00:03 +0000 2021,The vaccination mandate for all employees differs from current policies at American Airlines and Delta Air Lines.  https://t.co/na0zsSp6YJ,San Francisco,,2021-08-16 23:36:43.265249_combined.csv
3633,FuckJackDorseyT,Mon Aug 09 13:59:29 +0000 2021,"RT @General_Lew1: BREAKING: Rumors of mass walkouts looming across the US as more corporations like Walmart, Tyson and United Airlines begi…",,,2021-08-16 23:36:43.265249_combined.csv
3634,Sand628Sandy,Mon Aug 09 13:58:54 +0000 2021,"RT @DavilaAngelsd1: ALERT: United Airlines is mandating employees get vaccinated. As Americans, the one thing we CAN control is where we sp…","Florida, USA",,2021-08-16 23:36:43.265249_combined.csv
3635,clrih9,Mon Aug 09 13:57:40 +0000 2021,"RT @GottaLaff: More than a dozen large U.S. corporations, including Walmart, Google, Tyson Foods and United Airlines, have recently announc…", ft laud fla ,,2021-08-16 23:36:43.265249_combined.csv
3636,laxradar,Mon Aug 09 13:57:39 +0000 2021,"United Airlines flight #UAL1110 spotted at 16,800 feet! https://t.co/Vssweq80Z7","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3637,AirlineAdviser,Mon Aug 09 13:57:21 +0000 2021,"United will require its U.S. employees to be vaccinated, a first for country's major airlines https://t.co/N9q11iRPab",,,2021-08-16 23:36:43.265249_combined.csv
3638,laxradar,Mon Aug 09 13:56:39 +0000 2021,"United Airlines flight #UAL1618 spotted at 11,350 feet! https://t.co/k2uYxS0GZv","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3639,fly_girl_8888,Mon Aug 09 13:56:32 +0000 2021,@awarrior828 United Airlines is forcing Mandatory Vaxx 😬 But your post isn’t about that... ❤️🇺🇸💪🏼,Free Fallin,,2021-08-16 23:36:43.265249_combined.csv
3640,mbgrotte,Mon Aug 09 13:54:06 +0000 2021,"@JamesGRickards @DenwillLiberty Just coming off vacation, new mandate at United Airlines. Get vaccinated by October 25, or termination.","Tarkington, Texas",,2021-08-16 23:36:43.265249_combined.csv
3641,JobsSummary,Mon Aug 09 13:50:58 +0000 2021,"New job Ramp Service Employee - Part-Time in California - Jobs Summary
Company : United Airlines Inc.
Salary : $16.… https://t.co/4O403iWfTt",USA,,2021-08-16 23:36:43.265249_combined.csv
3642,BigfootCarolina,Mon Aug 09 13:49:43 +0000 2021,"RT @wow36932525: #ufotwitter  
The Chicago O'Hare UFO Incident.

On November 7, 2006, around 4:15 p.m. when 12 United Airlines employees an…",,,2021-08-16 23:36:43.265249_combined.csv
3643,laxradar,Mon Aug 09 13:47:47 +0000 2021,"United Airlines flight #UAL2235 spotted at 20,150 feet! https://t.co/GalklmrqBA","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3644,l_oceanss,Mon Aug 09 13:46:30 +0000 2021,united airlines got me on hold for like 30mins I’m just trying to upgrade my baggage 🥲😒,,,2021-08-16 23:36:43.265249_combined.csv
3645,AboveHvilleTN,Mon Aug 09 13:44:35 +0000 2021,"UAL538 N11206 Boeing 737NG 824/W United Airlines: 2.2 mi away @ 2825 ft and 14.0° frm hrzn, heading SW @ 0.0mi/h 08… https://t.co/4U1R4b7wm1","Hendersonville, TN",,2021-08-16 23:36:43.265249_combined.csv
3646,laxradar,Mon Aug 09 13:41:41 +0000 2021,"United Airlines flight #UAL1867 spotted at 25,975 feet! https://t.co/l1GpgO34Zt","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3647,tech_52,Mon Aug 09 13:40:27 +0000 2021,"“More than a dozen large U.S. corporations, including Walmart, Google, Tyson Foods and United Airlines, have recent… https://t.co/qzvpPTsZss",United States,,2021-08-16 23:36:43.265249_combined.csv
3648,General_Lew1,Mon Aug 09 13:38:32 +0000 2021,"BREAKING: Rumors of mass walkouts looming across the US as more corporations like Walmart, Tyson and United Airline… https://t.co/BaeEYgtMHQ",United States,,2021-08-16 23:36:43.265249_combined.csv
3649,claimcompanies,Mon Aug 09 13:38:26 +0000 2021,"RT @bombayquant: If you're landing or flying out of EWR and on United/American Airlines, High Chances, that you're flight will be cancelled…",,,2021-08-16 23:36:43.265249_combined.csv
3650,GottaLaff,Mon Aug 09 13:38:05 +0000 2021,"More than a dozen large U.S. corporations, including Walmart, Google, Tyson Foods and United Airlines, have recentl… https://t.co/WihuVrkGMP",California,,2021-08-16 23:36:43.265249_combined.csv
3651,flySGF,Mon Aug 09 13:36:46 +0000 2021,United Airlines becomes first U.S. carrier to require employee vaccinations https://t.co/bk753x1WAr,"Springfield, Missouri USA",,2021-08-16 23:36:43.265249_combined.csv
3652,bettynabenitez,Mon Aug 09 13:35:11 +0000 2021,"RT @echaillo: “We know some of you will disagree with this decision to require the vaccine for all @united employees,” CEO Scott Kirby said…",Estado de México,,2021-08-16 23:36:43.265249_combined.csv
3653,MonaScottYoung,Mon Aug 09 13:35:07 +0000 2021,"Just in case ya’ll think I’m lying….
😩😩😩😩 @ Newark International Airport Terminal C- United Airlines https://t.co/WhZWycv8DN",Where God places me...,,2021-08-16 23:36:43.265249_combined.csv
3654,United_Avia,Mon Aug 09 13:34:04 +0000 2021,Airlines told to give details on India-UK fare https://t.co/nicYSwNsSa,"London, England",,2021-08-16 23:36:43.265249_combined.csv
3655,jdickler,Mon Aug 09 13:32:58 +0000 2021,"More than a dozen large U.S. corporations, including Walmart, Google, Tyson Foods and United Airlines, have recentl… https://t.co/o5K7aRis4j",Princeton,,2021-08-16 23:36:43.265249_combined.csv
3656,echaillo,Mon Aug 09 13:32:39 +0000 2021,"“We know some of you will disagree with this decision to require the vaccine for all @united employees,” CEO Scott… https://t.co/IpiZ0FUSIQ","Washington, DC",,2021-08-16 23:36:43.265249_combined.csv
3657,bombayquant,Mon Aug 09 13:32:01 +0000 2021,"If you're landing or flying out of EWR and on United/American Airlines, High Chances, that you're flight will be cancelled/delayed.","Manhattan, NY",,2021-08-16 23:36:43.265249_combined.csv
3658,NewsWhip,Mon Aug 09 13:30:00 +0000 2021,"Our top predicted story last Friday was about United Airlines decision to require all 67,000 U.S. employees to be v… https://t.co/2EP1QklWZ3","New York, Dublin",,2021-08-16 23:36:43.265249_combined.csv
3659,MonaScottYoung,Mon Aug 09 13:28:35 +0000 2021,Just posted a photo @ Newark International Airport Terminal C- United Airlines https://t.co/wdz7Fjg82X,Where God places me...,,2021-08-16 23:36:43.265249_combined.csv
3660,AboveHvilleTN,Mon Aug 09 13:24:23 +0000 2021,"UAL2189 N820UA Airbus A319 131 United Airlines: 0.5 mi away @ 35025 ft and 85.7° frm hrzn, heading N @ 0.0mi/h 08:2… https://t.co/5nXhpLq87u","Hendersonville, TN",,2021-08-16 23:36:43.265249_combined.csv
3661,lymanduggan,Mon Aug 09 13:23:31 +0000 2021,"United Airlines OMG

https://t.co/wXlX7r88II","Tampa, Florida",,2021-08-16 23:36:43.265249_combined.csv
3662,shareyourcost,Mon Aug 09 13:21:28 +0000 2021,US$197 – Cheap flights to San Francisco from Atlanta (United Airlines) https://t.co/4GYS6jS7Nr,Glasgow,,2021-08-16 23:36:43.265249_combined.csv
3663,iWeller_health,Mon Aug 09 13:18:07 +0000 2021,Covid vaccine mandates sweep across corporate America as delta variant spurs action - United Airlines ramp services… https://t.co/S9vZfjrmWd,,,2021-08-16 23:36:43.265249_combined.csv
3664,laxradar,Mon Aug 09 13:16:22 +0000 2021,"United Airlines flight #UAL2616 spotted at 4,275 feet! https://t.co/lSM2WchHLf","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3665,PatriotsJewish,Mon Aug 09 13:16:15 +0000 2021,@doodswers @ykahan @KLM @Delta @SenSchumer @SenGillibrand @RepGregoryMeeks @NydiaVelazquez @SEichenstein… https://t.co/KMrv0pQFHi,United States,,2021-08-16 23:36:43.265249_combined.csv
3666,laxradar,Mon Aug 09 13:15:31 +0000 2021,"United Airlines flight #UAL534 spotted at 5,275 feet! https://t.co/gubG1HHUvg","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3667,paulk652517,Mon Aug 09 13:15:22 +0000 2021,@LynnBrittney2 Best united airlines and the other businesses staff all walk out and leave them to it for a few days… https://t.co/8di2sB86C7,,,2021-08-16 23:36:43.265249_combined.csv
3668,kamile_osorio,Mon Aug 09 15:03:29 +0000 2021,@SpiritAirlines Im still waiting to get a hold of someone who has the ability to issue me my reimbursement after te… https://t.co/KmT4SnQmry,,,2021-08-16 23:36:43.265249_combined.csv
3669,laxradar,Mon Aug 09 15:02:54 +0000 2021,"United Airlines flight #UAL1068 spotted at 34,000 feet! https://t.co/H4KqrFK4on","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3670,MsWilliams2016,Mon Aug 09 15:02:01 +0000 2021,@yetibex @united paid comment by united airlines,,,2021-08-16 23:36:43.265249_combined.csv
3671,laxradar,Mon Aug 09 15:01:15 +0000 2021,"United Airlines flight #UAL641 spotted at 36,000 feet! https://t.co/W5ZAoSMCqF","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3672,hospitality_irl,Mon Aug 09 15:00:39 +0000 2021,Lufthansa Narrowed Its Losses In Second Quarter; Qatar Airways Instructed To Ground 13 Planes; United Airlines And… https://t.co/wD9WwE0iwY,"Dublin, Ireland",,2021-08-16 23:36:43.265249_combined.csv
3673,MsWilliams2016,Mon Aug 09 14:59:58 +0000 2021,@united is an airline that will lie directly to your face and behind your back. Thank you American Airlines for giv… https://t.co/zDm1t5WaqZ,,,2021-08-16 23:36:43.265249_combined.csv
3674,ChicagoKentLaw,Mon Aug 09 14:55:27 +0000 2021,#ChicagoKent Professor Emeritus Martin Malin discusses with @CrainsChicago employee relations issues tied to vaccin… https://t.co/m0BaEism2M,"Chicago, Illinois",,2021-08-16 23:36:43.265249_combined.csv
3675,Goaround000,Mon Aug 09 14:54:15 +0000 2021,"RT @Easyspotting: United Airlines B767-300ER N651UA 
now parked at Charlie sector
(#ZRHwebcam capture) https://t.co/qlVeXixbFi",,,2021-08-16 23:36:43.265249_combined.csv
3676,laxradar,Mon Aug 09 14:53:42 +0000 2021,"United Airlines flight #UAL2314 spotted at 27,525 feet! https://t.co/6UdjuIMHS1","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3677,DKR_independent,Mon Aug 09 14:52:50 +0000 2021,"@CarlGallups I hope so. These big corps, like United Airlines, who have mandated it need to be brought down several… https://t.co/4rbPjE8xTe","Conservative, OR",,2021-08-16 23:36:43.265249_combined.csv
3678,Network_Airline,Mon Aug 09 14:52:36 +0000 2021,"The #Top25CargoAirlines for 2021 have been announced! 📦✈️📢

Take a look at the full list from @Air_Cargo_News, incl… https://t.co/ecd5Unj1Ft",Worldwide,,2021-08-16 23:36:43.265249_combined.csv
3679,laxradar,Mon Aug 09 14:50:31 +0000 2021,"United Airlines flight #UAL1168 spotted at 19,875 feet! https://t.co/Wzab20swdy","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3680,laxradar,Mon Aug 09 14:49:58 +0000 2021,United Airlines flight #UAL514 spotted at 575 feet! https://t.co/GUpr3wbaC6,"Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3681,laxradar,Mon Aug 09 14:49:10 +0000 2021,"United Airlines flight #UAL1835 spotted at 23,250 feet! https://t.co/FlfDEIy2MW","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3682,adamlyons9,Mon Aug 09 14:48:26 +0000 2021,@united @CitizenChgo Total waste of money.  I had my computer running for 9 hours and still never had anyone help m… https://t.co/32eBuVqQHq,"Denver, CO",,2021-08-16 23:36:43.265249_combined.csv
3683,AboveHvilleTN,Mon Aug 09 14:44:23 +0000 2021,"UAL387 N38727 Boeing 737NG 724/W United Airlines: 0.4 mi away @ 39000 ft and 86.9° frm hrzn, heading E @ 0.0mi/h 09… https://t.co/U0HSPQUk5w","Hendersonville, TN",,2021-08-16 23:36:43.265249_combined.csv
3684,laxradar,Mon Aug 09 14:40:04 +0000 2021,"United Airlines flight #UAL753 spotted at 10,075 feet! https://t.co/rtwjRzHLgw","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3685,london_jobs_bot,Mon Aug 09 14:39:07 +0000 2021,"RT @JobsSummary: New job Ramp Service Employee - Part-Time in California - Jobs Summary
Company : United Airlines Inc.
Salary : $16.50 an h…","London, England",,2021-08-16 23:36:43.265249_combined.csv
3686,_TheTownCrier,Mon Aug 09 14:37:52 +0000 2021,United Airlines announced in a letter to all employees that all workers will be required to get the COVID vaccine.… https://t.co/DzXZre85hb,,,2021-08-16 23:36:43.265249_combined.csv
3687,TWUlocal512,Mon Aug 09 14:34:36 +0000 2021,Pilots to United Airlines: Not So Fast on Vaccine Mandate https://t.co/0EuW8lna9u,"Elk Grove, il",,2021-08-16 23:36:43.265249_combined.csv
3688,candyyjoker,Mon Aug 09 14:33:10 +0000 2021,Hmm so United airlines is gunna start allowing visible tattoos and piercings soon… interesting 🤔,your dreams,,2021-08-16 23:36:43.265249_combined.csv
3689,B777300ANA,Mon Aug 09 14:32:27 +0000 2021,"@AmericanAir @nfnlnews @UNODC American Airlines could always support the United Nations, which is great news.","Ho Chi Minh City, Vietnam",,2021-08-16 23:36:43.265249_combined.csv
3690,KathrynHendriks,Mon Aug 09 14:32:01 +0000 2021,@drjenirwin @WesternU Great read. I believe we should implement what United Airlines did. No covid dbl vaccine resu… https://t.co/gjgO7BMhOV,,,2021-08-16 23:36:43.265249_combined.csv
3691,DominionPostWV,Mon Aug 09 14:30:12 +0000 2021,Southern Airways Express — Morgantown’s essential air service carrier — now has an interline agreement with United… https://t.co/zBua3X8dvu,"Morgantown, WV",,2021-08-16 23:36:43.265249_combined.csv
3692,laxradar,Mon Aug 09 14:29:11 +0000 2021,United Airlines flight #UAL2265 spotted at 875 feet! https://t.co/MGuSFBDWX9,"Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3693,laxradar,Mon Aug 09 14:25:50 +0000 2021,United Airlines flight #UAL302 spotted at 450 feet! https://t.co/S4UbNbDUZQ,"Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3694,Moseley69551249,Mon Aug 09 14:25:22 +0000 2021,@zogoincognito Mine was the comment about United Airlines,,,2021-08-16 23:36:43.265249_combined.csv
3695,Albany_Herald,Mon Aug 09 14:21:40 +0000 2021,United Airlines mandates Covid-19 vaccines for all employees https://t.co/T0MqjtJICY https://t.co/kL17tisOai,"Albany, Ga",,2021-08-16 23:36:43.265249_combined.csv
3696,laxradar,Mon Aug 09 14:21:25 +0000 2021,"United Airlines flight #UAL2168 spotted at 17,775 feet! https://t.co/2IhQpcWHg3","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3697,Easyspotting,Mon Aug 09 14:21:15 +0000 2021,"United Airlines B767-300ER N651UA 
now parked at Charlie sector
(#ZRHwebcam capture) https://t.co/qlVeXixbFi",,,2021-08-16 23:36:43.265249_combined.csv
3698,OrenCoh84790084,Mon Aug 09 14:16:03 +0000 2021,RT @TheOnlyRampart1: $XSPA united airlines? Them too. https://t.co/Nq7ZIr2tdQ https://t.co/h32380geSN,,,2021-08-16 23:36:43.265249_combined.csv
3699,TheOnlyRampart1,Mon Aug 09 14:15:48 +0000 2021,$XSPA united airlines? Them too. https://t.co/Nq7ZIr2tdQ https://t.co/h32380geSN,,,2021-08-16 23:36:43.265249_combined.csv
3700,RebIvaschenko,Mon Aug 09 14:15:33 +0000 2021,US: Corporate Giants Begin Requiring Employees to Take the Jab - https://t.co/smfpdl2Iy4,"San Jose, CA",,2021-08-16 23:36:43.265249_combined.csv
3701,laxradar,Mon Aug 09 14:13:10 +0000 2021,"United Airlines flight #UAL1507 spotted at 2,350 feet! https://t.co/9YtoZmOYHZ","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3702,OneTheory89,Mon Aug 09 14:12:41 +0000 2021,When someone buys $ual United Airlines shares after they forced people to have something pumped in their body or lo… https://t.co/2nTBcSPYzO,United States,,2021-08-16 23:36:43.265249_combined.csv
3703,realjimmylondo,Mon Aug 09 14:12:23 +0000 2021,"With all the racism, antisemitism and discrimination going on lately by @SouthwestAir, @united, @Delta we will be d… https://t.co/fsr6FAYRid",United States,,2021-08-16 23:36:43.265249_combined.csv
3704,laxradar,Mon Aug 09 14:09:05 +0000 2021,"United Airlines flight #UAL1706 spotted at 11,025 feet! https://t.co/0rAknv0JoH","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3705,laxradar,Mon Aug 09 14:05:16 +0000 2021,"United Airlines flight #UAL2469 spotted at 8,150 feet! https://t.co/xTEiwByelQ","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3706,CNBC,Mon Aug 09 15:19:16 +0000 2021,"More than a dozen large U.S. corporations, including Walmart, Google, Tyson Foods and United Airlines, have recentl… https://t.co/rtlU1U5dfm","Englewood Cliffs, NJ",,2021-08-16 23:36:43.265249_combined.csv
3707,RubyWaves_,Mon Aug 09 16:02:03 +0000 2021,"RT @thewebbix: #Covid vaccine mandates sweep across corporate America 
#GetVaccinatedNow 
More than a dozen large U.S. corporations, includ…",,,2021-08-16 23:36:43.265249_combined.csv
3708,dochawking,Mon Aug 09 16:01:40 +0000 2021,"RT @alfonslopeztena: Covid vaccine mandates sweep across corporate America— More than a dozen large corporations, including Walmart, Google…",England UK,,2021-08-16 23:36:43.265249_combined.csv
3709,McCalmonGroup,Mon Aug 09 16:00:30 +0000 2021,"United Airlines Mandates Covid-19 Vaccines for all Employees
https://t.co/vtGMVsJHn9",,,2021-08-16 23:36:43.265249_combined.csv
3710,wiki_miles,Mon Aug 09 16:00:23 +0000 2021,"""Business travel is on the rebound. United’s optimistic view of the future and commitment to improving passenger ex… https://t.co/OldznesC56","Miami, Florida",,2021-08-16 23:36:43.265249_combined.csv
3711,LABizJournal,Mon Aug 09 16:00:21 +0000 2021,United Airlines is the first major U.S. air carrier to institute an employee vaccination mandate. https://t.co/kxz7lcEXPM,"Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3712,SABizJournal,Mon Aug 09 16:00:06 +0000 2021,United's vaccination mandate for all employees differs from current policies at American Airlines and Southwest Air… https://t.co/2OZiEVhBne,"San Antonio, TX",,2021-08-16 23:36:43.265249_combined.csv
3713,thewebbix,Mon Aug 09 15:59:55 +0000 2021,"#Covid vaccine mandates sweep across corporate America 
#GetVaccinatedNow 
More than a dozen large U.S. corporation… https://t.co/g8yZXgZOOR","Lakeland, FL",,2021-08-16 23:36:43.265249_combined.csv
3714,QuantData,Mon Aug 09 15:57:39 +0000 2021,"Analyzing United Airlines Holdings's Unusual Options Activity

Related Tickers: $UAL
Read more at: https://t.co/wKtuQWD7OH","Florida, U.S.",,2021-08-16 23:36:43.265249_combined.csv
3715,rickle513,Mon Aug 09 15:55:19 +0000 2021,RT @PanchoSilentman: Want to know who is flying the illegals into America. @miles4migrants funded by the Shapiro Foundation and Tripadvisor…,"Turtle island, USA",,2021-08-16 23:36:43.265249_combined.csv
3716,laxradar,Mon Aug 09 15:53:33 +0000 2021,"United Airlines flight #UAL1977 spotted at 23,150 feet! https://t.co/T6ks6x7MoW","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3717,santodagreat,Mon Aug 09 15:51:23 +0000 2021,"RT @CNBC: More than a dozen large U.S. corporations, including Walmart, Google, Tyson Foods and United Airlines, have recently announced va…","Brooklyn, NY",,2021-08-16 23:36:43.265249_combined.csv
3718,laxradar,Mon Aug 09 15:48:52 +0000 2021,"United Airlines flight #UAL2609 spotted at 11,175 feet! https://t.co/76gIw9jXb2","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3719,laxradar,Mon Aug 09 15:48:04 +0000 2021,"United Airlines flight #UAL501 spotted at 11,050 feet! https://t.co/2mFTnYApB7","Los Angeles, CA",,2021-08-16 23:36:43.265249_combined.csv
3720,ByzSheep,Mon Aug 09 15:47:57 +0000 2021,@united As long as you force your employees to take an investigative emergency use vaccine I will not fly on your a… https://t.co/BCGd3HAdlP,"Colorado, USA",,2021-08-16 23:36:43.265249_combined.csv
