,user,date,text,location,coordinates
0,CNN,Sat Aug 14 18:01:13 +0000 2021,"In just the past few weeks, United Airlines, Google, Facebook, Tyson Foods, Equinox, Walmart and Disney announced p… https://t.co/7GTXCwp5g1",,
1,petemuntean,Tue Aug 10 21:30:02 +0000 2021,"JUST IN: Southwest Airlines, American Airlines, and Delta Air Lines will NOT REQUIRE employees to get vaccinated, b… https://t.co/V11p8w1mLJ","Washington, DC",
2,CNBC,Sun Aug 15 14:59:00 +0000 2021,"More than a dozen large U.S. corporations, including Walmart, Google, Tyson Foods and United Airlines, have recentl… https://t.co/IR3TmQVdse","Englewood Cliffs, NJ",
3,AboveHvilleTN,Sun Aug 15 21:01:27 +0000 2021,"UAL1469 N27734 Boeing 737NG 724/W United Airlines: 2.8 mi away @ 2250 ft and 8.7° frm hrzn, heading SE @ 0.0mi/h 15… https://t.co/VjPpQE8ghH","Hendersonville, TN",
4,mojave_airlines,Sun Aug 15 21:00:50 +0000 2021,A little bit surprised that both @united Jets shown below just overflying #Kabul while other reportedly avoiding… https://t.co/zUryINbp9F,,
5,akteddybear1,Sun Aug 15 20:57:52 +0000 2021,"RT @Gailgadawgs: THE AIRLINES WILL LOSE REVENUE &amp; FILE BANKRUPTCY AND TAXPAYERS WILL BAIL THEIR ASSES OUT AGAIN

https://t.co/i99LJ9Ewgf

A…","Alaska, USA",
6,laxradar,Sun Aug 15 20:49:34 +0000 2021,"United Airlines flight #UAL1463 spotted at 3,300 feet! https://t.co/NonjAqH2vy","Los Angeles, CA",
7,laxradar,Sun Aug 15 20:43:25 +0000 2021,"United Airlines flight #UAL1286 spotted at 20,975 feet! https://t.co/1aM4h0tuwD","Los Angeles, CA",
8,Economy24x7,Sun Aug 15 20:43:02 +0000 2021,United Allows Basic Economy Customers to Make Free Changes - TravelPulse https://t.co/IJPwPUWH81,"Canada, Whitehorse ",
9,BrianGr44669587,Sun Aug 15 20:40:18 +0000 2021,"RT @Gailgadawgs: THE AIRLINES WILL LOSE REVENUE &amp; FILE BANKRUPTCY AND TAXPAYERS WILL BAIL THEIR ASSES OUT AGAIN

https://t.co/i99LJ9Ewgf

A…",on top of the world,
